facility_code,reporting_month,item_category,opening_stock,received_quantity,outgoing_quantity,documented_internal_use,documented_waste,closing_stock,unit,inventory_status
FCL-1020,2019-11-01,protective_equipment,115.61,6.11,4.22,0.34,4.39,112.59,case,closed
FCL-1020,2020-04-01,protective_equipment,112.59,0.00,34.00,1.56,2.46,74.72,case,closed
FCL-1020,2020-06-01,protective_equipment,74.72,0.00,4.96,10.05,2.15,59.11,case,closed
FCL-1020,2021-03-01,protective_equipment,59.11,65.00,6.13,4.17,2.76,109.56,case,closed
FCL-1020,2021-05-01,protective_equipment,109.56,5.75,0.00,15.09,5.22,94.34,case,closed
FCL-1020,2022-02-01,protective_equipment,94.34,7.08,7.69,10.97,4.06,75.79,case,closed
FCL-1020,2022-10-01,protective_equipment,75.79,77.00,0.00,13.52,0.81,140.62,case,closed
FCL-1020,2023-09-01,protective_equipment,140.62,0.00,5.01,18.74,6.15,110.56,case,closed
FCL-1020,2023-11-01,protective_equipment,110.56,0.00,0.00,14.33,5.29,92.01,case,closed
FCL-1020,2024-03-01,protective_equipment,92.01,0.00,0.00,1.73,1.71,87.41,case,closed
FCL-1020,2024-05-01,protective_equipment,87.41,0.00,5.08,13.42,0.82,67.98,case,closed
FCL-1020,2024-08-01,protective_equipment,67.98,11.41,3.91,3.70,2.31,70.11,case,closed
FCL-1020,2025-04-01,protective_equipment,70.11,0.00,1.77,10.01,2.43,57.71,case,closed
FCL-1020,2025-06-01,protective_equipment,57.71,0.00,0.00,10.32,1.50,49.72,case,closed
FCL-1020,2018-02-01,agricultural_product,35.38,9.68,0.00,0.13,0.21,49.84,pallet,closed
FCL-1020,2018-03-01,agricultural_product,49.84,3.69,0.00,2.88,1.32,50.20,pallet,closed
FCL-1020,2018-05-01,agricultural_product,50.20,7.30,6.00,1.21,0.01,48.45,pallet,provisional
FCL-1020,2019-01-01,agricultural_product,48.45,5.47,3.02,3.31,1.94,43.82,pallet,provisional
FCL-1020,2019-08-01,agricultural_product,43.82,10.93,0.00,3.98,0.94,51.14,pallet,closed
FCL-1020,2019-09-01,agricultural_product,51.14,1.06,0.00,6.98,0.01,45.75 pallet,pallet,closed
FCL-1020,2019-11-01,agricultural_product,45.75,11.19,5.93,7.90,1.06,42.71,pallet,closed
FCL-1020,2020-04-01,agricultural_product,42.71,0.00,2.98,1.97,0.22,37.82,pallet,closed
FCL-1020,2020-06-01,agricultural_product,37.82,0.00,2.36,2.53,1.51,31.37,pallet,closed
FCL-1020,2021-03-01,agricultural_product,31.37,0.00,3.15,5.10,0.85,23.24,pallet,closed
FCL-1020,2021-05-01,agricultural_product,23.24,0.00,0.00,0.09,0.48,19.65,pallet,closed
FCL-1020,2022-02-01,agricultural_product,19.65,30.00,0.30,2.55,0.54,46.99,pallet,closed
FCL-1020,2022-10-01,agricultural_product,46.99,2.67,6.00,4.61,0.20,38.01,pallet,closed
FCL-1020,2023-09-01,agricultural_product,38.01,0.00,71.00,0.00,1.16,0.00,pallet,closed
FCL-1020,2023-11-01,agricultural_product,0.00,0.00,7.67,0.00,0.31,0.00,pallet,closed
FCL-1020,2024-03-01,agricultural_product,0.00,2.92,0.00,0.82,0.45,3.11,pallet,closed
FCL-1020,2024-05-01,agricultural_product,3.11,7.64,4.38,0.30,0.50,8.16,pallet,closed
FCL-1020,2024-08-01,agricultural_product,8.16,0.00,7.05,0.00,0.41,0.00,pallet,closed
FCL-1020,2025-04-01,agricultural_product,0.00,0.00,6.45,0.00,0.36,0.00,pallet,closed
FCL-1020,2025-06-01,agricultural_product,0.00,21.00,1.70,0.35,0.06,18.82,pallet,closed
FCL-1010,2018-02-01,biological_sample,56.95,8.00,0.00,4.83,0.61,61.68,sealed_lot,closed
FCL-1010,2018-03-01,biological_sample,61.68,7.72,0.00,4.46,1.24,64.26,sealed_lot,closed
FCL-1010,2018-05-01,biological_sample,64.26,0.00,0.00,3.26,2.87,57.55,sealed_lot,closed
FCL-1010,2019-01-01,biological_sample,57.55,10.16,4.95,0.66,2.51,60.13,sealed_lot,closed
FCL-1010,2019-08-01,biological_sample,60.13,0.00,4.40,5.70,0.66,49.55,sealed_lot,closed
FCL-1010,2019-09-01,biological_sample,49.55,5.52,5.82,5.61,2.46,40.56,sealed_lot,closed
FCL-1010,2019-11-01,biological_sample,40.56,"5,42",18.00,0.71,0.06,29.24,sealed_lot,closed
FCL-1010,2020-04-01,biological_sample,29.24,0.00,"0,00",3.58,0.94,27.36,sealed_lot,closed
FCL-1010,2020-06-01,biological_sample,27.36,6.80,0.00,2.26,1.06,30.51,sealed_lot,closed
FCL-1010,2021-03-01,biological_sample,30.51,0.00,0.00,1.63,0.28,29.91,sealed_lot,closed
FCL-1010,2021-05-01,biological_sample,29.91,8.57,0.00,2.19,0.81,35.29,sealed_lot,closed
FCL-1010,2022-02-01,biological_sample,35.29,9.00,4.71,1.56,0.27,38.55,sealed_lot,closed
FCL-1010,2022-10-01,biological_sample,38.55,5.83,0.00,2.36,0.16,42.60,sealed_lot,closed
FCL-1010,2023-09-01,biological_sample,42.60,10.38,0.00,1.08,2.10,50.19,sealed_lot,closed
FCL-1010,2023-11-01,biological_sample,50.19,9.00,7.66,5.52,2.38,43.43,sealed_lot,closed
FCL-1010,2024-03-01,biological_sample,43.43,0.00,0.00,2.27,0.71,41.99,sealed_lot,closed
FCL-1010,2024-05-01,biological_sample,41.99,0.00,3.80,0.96,1.96,34.09,sealed_lot,closed
FCL-1010,2024-08-01,biological_sample,34.09,1.04,0.00,4.99,0.46,33.82,sealed_lot,closed
FCL-1010,2025-04-01,biological_sample,33.82,7.87,0.00,4.90,1.37,34.38,sealed_lot,closed
FCL-1010,2025-06-01,biological_sample,34.38,3.19,0.00,1.42,0.47,34.32,sealed_lot,closed
FCL-1010,2018-02-01,medical_consumables,39.86,43.00,0.00,6.33,1.43,74.96,case,closed
FCL-1010,2018-03-01,medical_consumables,74.96,11.16,0.00,1.76,3.60,81.52,case,closed
FCL-1010,2018-05-01,medical_consumables,81.52,11.25,2.39,9.42,1.56,81.33,case,closed
FCL-1010,2019-01-01,medical_consumables,81.33,0.00,0.48,8.70,2.00,70.38,case,closed
FCL-1010,2019-08-01,medical_consumables,70.38,0.00,0.86,8.08,1.08,48.04,case,closed
FCL-1010,2019-09-01,medical_consumables,48.04,90.00,0.00,8.14,0.65,127.72,case,closed
FCL-1010,2019-11-01,medical_consumables,127.72,128.00,0.00,10.00,3.36,239.01,case,closed
FCL-1010,2020-04-01,medical_consumables,239.01,5.21,0.15,7.17,10.68,223.75,case,closed
FCL-1010,2020-06-01,medical_consumables,223.75,3.02,0.00,15.20,10.84,197.09,case,closed
FCL-1010,2021-03-01,medical_consumables,197.09,0.00,7.47,8.13,5.42,164.73,case,revised
FCL-1010,2021-05-01,medical_consumables,164.73,9.09,7.97,16.77,4.69,142.87,case,closed
FCL-1010,2022-02-01,medical_consumables,142.87,77.00,4.31,13.95,4.44,194.88,case,closed
FCL-1010,2022-10-01,medical_consumables,194.88,11.14,22.00,20.62,1.28,163.80,case,closed
FCL-1010,2023-09-01,medical_consumables,163.80,111.41,1.91,9.51,4.43,258.70,case,closed
FCL-1010,2023-11-01,medical_consumables,258.70,81.00,0.70,39.01,11.61,270.62,case,revised
FCL-1010,2024-03-01,medical_consumables,270.62 case,11.81,5.80,20.38,4.57,249.10,case,closed
FCL-1010,2024-05-01,medical_consumables,249.10,0.00,0.00,9.79,2.53,237.31,case,closed
FCL-1010,2024-08-01,medical_consumables,237.31,7.53,1.56,41.59,2.16,185.89,case,CLOSED
FCL-1010,2025-04-01,medical_consumables,185.89,0.00,3.15,15.33,8.48,145.00,case,revised
FCL-1010,2025-06-01,medical_consumables,145.00,64.00,0.00,11.57,1.66,195.61,case,closed
FCL-1010,2018-02-01,monitoring_equipment,58.48,1.82,4.71,3.88,"1,29",49.92,kit,provisional
FCL-1010,2018-03-01,monitoring_equipment,49.92,0.00,7.92,3.35,2.37,36.35,kit,closed
FCL-1010,2018-05-01,monitoring_equipment,36.35,3.47,0.00,3.91,1.01,35.65,kit,closed
FCL-1010,2019-01-01,monitoring_equipment,35.65,9.30,0.00,5.33,1.34,39.03,kit,closed
FCL-1010,2019-08-01,monitoring_equipment,39.03,5.70,0.00,4.86,0.33,36.65,kit,closed
FCL-1010,2019-09-01,monitoring_equipment,36.65,0.00,17.00,3.05,1.50,16.91,kit,closed
FCL-1010,2019-11-01,monitoring_equipment,16.91,0.00,0.00,0.11,0.19,15.67,kit,closed
FCL-1010,2020-04-01,monitoring_equipment,15.67,1.12,0.00,1.65,0.47,16.56,kit,closed
FCL-1010,2020-06-01,monitoring_equipment,16.56,3.00,7.32,1.47,0.21,9.63,kit,provisional
FCL-1010,2021-03-01,monitoring_equipment,9.63,26.00,2.63,1.45,0.24,33.55,kit,closed
FCL-1010,2021-05-01,monitoring_equipment,33.55,27.00,2.53,2.12,1.44,55.45,kit,closed
FCL-1010,2022-02-01,monitoring_equipment,55.45,2.34,0.21,9.58,0.34,46.18,kit,closed
FCL-1010,2022-10-01,monitoring_equipment,46.18,25.00,1.12,4.32,0.67,64.75,kit,closed
FCL-1010,2023-09-01,monitoring_equipment,64.75,11.73,4.00,6.10,2.39,65.38,kit,closed
FCL-1010,2023-11-01,monitoring_equipment,65.38,2.28,3.93,0.84,0.62,61.28,kit,closed
FCL-1010,2024-03-01,monitoring_equipment,61.28,0.00,8.46,10.41,1.45,38.33,kit,closed
FCL-1010,2024-05-01,monitoring_equipment,38.33,6.92,8.80,5.95,0.04,29.40,kit,closed
FCL-1010,2024-08-01,monitoring_equipment,29.40,2.52,2.18,1.38,1.39,28.63,kit,closed
FCL-1010,2025-04-01,monitoring_equipment,28.63,3.38,6.95,1.63,0.08,22.35,kit,closed
FCL-1010,2025-06-01,monitoring_equipment,22.35,2.30,0.00,0.01,0.44,24.05,kit,provisional
FCL-1010,2018-02-01,protective_equipment,29.47,11.71,0.00,5.03,0.31,38.80,case,closed
FCL-1010,2018-03-01,protective_equipment,38.80,0.00,6.68,1.34,1.06,31.40,case,closed
FCL-1010,2018-05-01,protective_equipment,31.40,0.00,1.24,1.09,0.69,29.11,case,closed
FCL-1010,2019-01-01,protective_equipment,29.11,6.16,8.48,1.12,0.11,26.49,case,closed
FCL-1010,2019-08-01,protective_equipment,26.49,4.00,0.00,0.05,1.23,30.04,case,closed
FCL-1010,2019-09-01,protective_equipment,30.04,0.00,0.00,4.04,0.45,22.62,case,closed
FCL-1010,2019-11-01,protective_equipment,22.62,2.74,0.00,1.22,0.53,24.05,case,closed
FCL-1010,2020-04-01,protective_equipment,24.05,1.86,0.00,1.46,0.80,22.63,case,closed
FCL-1010,2020-06-01,protective_equipment,22.63,0.00,"2,97",0.02,0.20,20.99,case,provisional
FCL-1010,2021-03-01,protective_equipment,20.99,0.00,8.90,1.55,0.40,11.30,case,closed
FCL-1010,2021-05-01,protective_equipment,11.30,3.57,8.60,0.12,0.43,7.57,case,closed
FCL-1010,2022-02-01,protective_equipment,7.57,6.17,58.00,0.00,0.11,0.00,case,closed
FCL-1010,2022-10-01,protective_equipment,0.00,7.61,3.79,0.56,0.43,3.61,case,closed
FCL-1010,2023-09-01,protective_equipment,3.61,0.00,8.60,0.00,0.29,0.00,case,closed
FCL-1010,2023-11-01,protective_equipment,0.00,0.00,0.00,0.00,0.47,0.36,case,closed
FCL-1010,2024-03-01,protective_equipment,0.36,0.00,0.00,0.00,0.00,1.24,case,closed
FCL-1010,2024-05-01,protective_equipment,1.24,0.00,0.00,0.16,0.42,1.35,case,closed
FCL-1010,2024-08-01,protective_equipment,1.35,0.00,0.28,0.51,0.05,0.98,case,closed
FCL-1010,2025-04-01,protective_equipment,0.98,0.00,0.00,0.55,0.41,0.00,case,closed
FCL-1010,2025-06-01,protective_equipment,0.00,0.00,7.62,0.00,0.15,0.00,case,closed
FCL-1010,2018-02-01,agricultural_product,47.51,6.37,0.25,5.22,1.33,43.70,pallet,closed
FCL-1010,2018-03-01,agricultural_product,43.70,2.45,5.68,1.51,1.36,38.51,pallet,closed
FCL-1010,2018-05-01,agricultural_product,38.51,0.00,0.00,1.75,1.87,37.11,pallet,CLOSED
FCL-1010,2019-01-01,agricultural_product,37.11,0.00,0.00,2.04,0.05,36.01,pallet,closed
FCL-1010,2019-08-01,agricultural_product,36.01,0.00,0.00,1.04,0.04,34.42,pallet,closed
FCL-1010,2019-09-01,agricultural_product,34.42,0.00,0.00,4.56,0.30,29.85,pallet,closed
FCL-1010,2019-11-01,agricultural_product,29.85,9.06,0.00,1.71,1.07,37.15,pallet,closed
FCL-1010,2020-04-01,agricultural_product,37.15,28.00,7.55,1.41,1.44,56.03,pallet,closed
FCL-1010,2020-06-01,agricultural_product,56.03,0.00,0.00,7.91,0.69,46.56,pallet,closed
FCL-1010,2021-03-01,agricultural_product,46.56,6.52,0.00,6.68,0.51,44.91,pallet,closed
FCL-1010,2021-05-01,agricultural_product,44.91,"5,51",3.21,7.31,1.23,42.82,pallet,closed
FCL-1010,2022-02-01,agricultural_product,42.82,4.68,0.00,0.05,1.39,45.22,pallet,closed
FCL-1010,2022-10-01,agricultural_product,45.22,3.00,0.00,8.10,0.59,40.25,pallet,closed
FCL-1010,2023-09-01,agricultural_product,40.25,2.70,0.00,4.53,0.07,37.71,pallet,closed
FCL-1010,2023-11-01,agricultural_product,37.71,0.00,0.00,6.13,1.64,30.12,pallet,closed
FCL-1010,2024-03-01,agricultural_product,30.12,11.46,0.00,1.84,0.97,38.54,pallet,closed
FCL-1010,2024-05-01,agricultural_product,38.54,7.75,0.00,3.82,0.72,44.95,pallet,closed
FCL-1010,2024-08-01,agricultural_product,44.95,0.00,0.00,7.62,0.66,36.75,pallet,closed
FCL-1010,2025-04-01,agricultural_product,36.75,0.00,1.48,3.02,1.67,31.51,pallet,closed
FCL-1010,2025-06-01,agricultural_product,31.51,4.91,2.99,5.44,0.55,29.48,pallet,closed
FCL-1027,2018-02-01,biological_sample,25.06,7.41,0.00,4.51,0.20,19.74,sealed_lot,revised
FCL-1027,2018-03-01,biological_sample,19.74,0.00,0.00,0.47,0.17,17.12,sealed_lot,provisional
FCL-1027,2018-05-01,biological_sample,17.12,0.00,0.00,0.48,0.03,15.34,sealed_lot,closed
FCL-1027,2019-01-01,biological_sample,15.34,0.00,3.20,1.08,0.12,1.30,sealed_lot,closed
FCL-1027,2019-08-01,biological_sample,1.30,0.00,4.25,0.00,0.22,0.00,sealed_lot,closed
FCL-1027,2019-09-01,biological_sample,0.00,3.35,0.00,0.50,0.16,1.37,sealed_lot,closed
FCL-1027,2019-11-01,biological_sample,1.37,7.60,0.00,0.93,0.50,0.00,sealed_lot,revised
FCL-1027,2020-04-01,biological_sample,0.00,0.00,8.45,0.00,0.19,0.00,sealed_lot,closed
FCL-1027,2020-06-01,biological_sample,0.00,4.87,0.00,0.05,0.24,7.21,sealed_lot,closed
FCL-1027,2021-03-01,biological_sample,7.21,0.00,0.00,0.46,0.11,0.00,sealed_lot,closed
FCL-1027,2021-05-01,biological_sample,0.00,5.12,0.00,0.25,0.48,6.21,sealed_lot,closed
FCL-1027,2022-02-01,biological_sample,6.21,9.36,0.00,0.52,0.12,15.17,sealed_lot,closed
FCL-1027,2022-10-01,biological_sample,15.17,11.50,0.00,1.95,0.44,14.83,sealed_lot,revised
FCL-1027,2023-09-01,biological_sample,14.83,0.00,8.08,0.92,0.74,1.15,sealed_lot,provisional
FCL-1027,2023-11-01,biological_sample,1.15,0.00,3.65,0.00,0.36,0.00,sealed_lot,closed
FCL-1027,2024-03-01,biological_sample,0.00,0.00,4.33,0.00,0.24,0.00,sealed_lot,closed
FCL-1027,2024-05-01,biological_sample,0.00,8.94,0.00,0.15,0.33,10.22,sealed_lot,closed
FCL-1027,2024-08-01,biological_sample,10.22,0.00,4.11,0.22,0.34,6.32,sealed_lot,closed
FCL-1027,2025-04-01,biological_sample,6.32,2.08,5.67,0.38,0.13,0.00,sealed_lot,closed
FCL-1027,2025-06-01,biological_sample,0.00,0.00,0.00,0.00,0.31,0.00,sealed_lot,closed
FCL-1027,2018-02-01,medical_consumables,61.51,0.00,0.00,6.72,2.79,48.80,case,closed
FCL-1027,2018-03-01,medical_consumables,48.80,6.61,3.01,1.14,1.83,51.26,case,closed
FCL-1027,2018-05-01,medical_consumables,51.26,0.00,0.00,6.91,1.59,44.62,case,closed
FCL-1027,2019-01-01,medical_consumables,44.62,4.53,0.00,3.48,0.18,44.70,case,closed
FCL-1027,2019-08-01,medical_consumables,44.70,0.00,3.14,4.20,1.00,34.41,case,closed
FCL-1027,2019-09-01,medical_consumables,34.41,0.00,0.00,1.10,0.01,31.56,case,closed
FCL-1027,2019-11-01,medical_consumables,31.56,0.00,0.80,5.50,0.79,23.79,case,closed
FCL-1027,2020-04-01,medical_consumables,23.79,9.63,0.00,2.90,0.79,31.58,case,closed
FCL-1027,2020-06-01,medical_consumables,31.58,0.00,0.00,3.81,1.11,25.46,case,closed
FCL-1027,2021-03-01,medical_consumables,25.46,8.18,8.38,1.15,0.05,21.91,case,closed
FCL-1027,2021-05-01,medical_consumables,21.91,0.00,2.17,2.18,0.26,16.91,case,closed
FCL-1027,2022-02-01,medical_consumables,16.91,8.99,0.00,2.82,0.78,21.36,case,closed
FCL-1027,2022-10-01,medical_consumables,21.36,7.64,0.00,3.25,0.03,23.08,case,provisional
FCL-1027,2023-09-01,medical_consumables,23.08,6.99,5.15,0.19,0.69,22.73,case,closed
FCL-1027,2023-11-01,medical_consumables,22.73,10.74,0.00,2.01,0.86,31.97,case,closed
FCL-1027,2024-03-01,medical_consumables,31.97,6.73,4.29,2.34,1.36,28.12,case,closed
FCL-1027,2024-05-01,medical_consumables,28.12,0.00,0.00,3.65,0.64,26.34,case,closed
FCL-1027,2024-08-01,medical_consumables,26.34,0.00,8.67,1.58,0.74,15.41,case,closed
FCL-1027,2025-04-01,medical_consumables,15.41,5.09,0.67,0.68,0.45,17.03,case,closed
FCL-1027,2025-06-01,medical_consumables,17.03,0.00,0.00,1.03,0.38,10.81,case,closed
FCL-1027,2018-02-01,monitoring_equipment,52.15,8.32,0.00,8.84,1.04,53.11,kit,closed
FCL-1027,2018-03-01,monitoring_equipment,53.11,0.00,2.44,5.32,0.41,41.97,kit,provisional
FCL-1027,2018-05-01,monitoring_equipment,41.97,5.21,0.00,2.03,0.43,43.94,kit,closed
FCL-1027,2019-01-01,monitoring_equipment,43.94,0.00,6.04,5.64,0.35,28.43,kit,closed
FCL-1027,2019-08-01,monitoring_equipment,28.43,9.92,0.00,3.02,0.13,33.52,kit,closed
FCL-1027,2019-09-01,monitoring_equipment,33.52,0.00,4.42,0.95,0.08,28.92,kit,closed
FCL-1027,2019-11-01,monitoring_equipment,28.92,1.27,0.65,3.31,1.02,23.76,kit,closed
FCL-1027,2020-04-01,monitoring_equipment,23.76,0.00,0.00,2.45,0.20,21.14,kit,closed
FCL-1027,2020-06-01,monitoring_equipment,21.14,0.00,3.17,1.79,0.48,12.96,kit,closed
FCL-1027,2021-03-01,monitoring_equipment,12.96,10.49,0.00,0.55,0.04,24.51,kit,closed
FCL-1027,2021-05-01,monitoring_equipment,24.51,11.49,0.19,1.95,0.21,16.42,kit,revised
FCL-1027,2022-02-01,monitoring_equipment,16.42,1.70,0.00,2.70,0.30,16.07,kit,closed
FCL-1027,2022-10-01,monitoring_equipment,16.07,8.10,2.68,2.30,0.66,18.45,kit,closed
FCL-1027,2023-09-01,monitoring_equipment,18.45,1.78,0.00,2.59,0.86,18.90,kit,closed
FCL-1027,2023-11-01,monitoring_equipment,18.90,0.00,2.96,0.17,0.78,15.85,kit,closed
FCL-1027,2024-03-01,monitoring_equipment,15.85,0.00,0.50,0.41,0.68,17.74,kit,closed
FCL-1027,2024-05-01,monitoring_equipment,17.74,0.00,8.37,0.11,0.26,6.89,kit,closed
FCL-1027,2024-08-01,monitoring_equipment,6.89,4.47,0.00,0.81,0.48,11.06,kit,closed
FCL-1027,2025-04-01,monitoring_equipment,11.06,10.95,0.00,0.15,0.30,18.99,kit,closed
FCL-1027,2025-06-01,monitoring_equipment,18.99,8.41,0.00,2.72,0.24,23.96,kit,closed
FCL-1027,2018-02-01,protective_equipment,33.88,0.00,5.99,4.90,1.02,22.06,case,closed
FCL-1027,2018-03-01,protective_equipment,22.06,3.92,0.00,0.88,0.30,24.34,case,closed
FCL-1027,2018-05-01,protective_equipment,24.34,11.54,0.00,2.94,0.95,30.63,case,closed
FCL-1027,2019-01-01,protective_equipment,30.63,11.33,3.04,4.95,0.10,35.46,case,closed
FCL-1027,2019-08-01,protective_equipment,35.46,1.64,5.62,1.20,0.46,29.73,case,closed
FCL-1027,2019-09-01,protective_equipment,29.73,0.00,0.00,2.55,0.79,27.92,case,provisional
FCL-1027,2019-11-01,protective_equipment,27.92,0.00,1.68,1.92,0.64,24.30,case,closed
FCL-1027,2020-04-01,protective_equipment,24.30,8.14,0.00,0.41,0.50,32.69,case,closed
FCL-1027,2020-06-01,protective_equipment,32.69,0.00,6.56,4.04,0.82,24.87,case,closed
FCL-1027,2021-03-01,protective_equipment,24.87,6.14,8.63,1.08,0.80,19.78,case,closed
FCL-1027,2021-05-01,protective_equipment,19.78,0.00,0.00,2.07,0.18,17.11,case,closed
FCL-1027,2022-02-01,protective_equipment,17.11,0.00,0.00,1.91,0.65,12.43,case,closed
FCL-1027,2022-10-01,protective_equipment,12.43,0.00,0.00,0.04,0.33,11.43,case,closed
FCL-1027,2023-09-01,protective_equipment,11.43,6.31,2.40,0.68,0.44,13.27,case,closed
FCL-1027,2023-11-01,protective_equipment,13.27,5.21,3.89,1.02,0.40,13.68,case,closed
FCL-1027,2024-03-01,protective_equipment,13.68,0.00,3.58,1.69,0.56,8.37,case,closed
FCL-1027,2024-05-01,protective_equipment,8.37,7.93,0.00,0.97,0.35,17.42,case,closed
FCL-1027,2024-08-01,protective_equipment,17.42,6.54,5.89,1.93,0.18,15.12,case,closed
FCL-1027,2025-04-01,protective_equipment,15.12,3.30,0.00,0.84,0.72,18.52,case,closed
FCL-1027,2025-06-01,protective_equipment,18.52,10.17,3.88,0.02,0.41,21.81,case,closed
FCL-1027,2018-02-01,agricultural_product,44.04,0.00,0.00,6.70,0.39,30.99,pallet,closed
FCL-1027,2018-03-01,agricultural_product,30.99,4.52,8.49,5.41,0.59,19.01,pallet,closed
FCL-1027,2018-05-01,agricultural_product,19.01,8.09,6.64,2.64,0.57,7.15,pallet,closed
FCL-1027,2019-01-01,agricultural_product,7.15,0.00,0.00,0.92,0.24,6.70,pallet,closed
FCL-1027,2019-08-01,agricultural_product,6.70,0.00,3.58,1.09,0.24,2.68,pallet,closed
FCL-1027,2019-09-01,agricultural_product,2.68,8.91,2.56,0.97,0.17,11.67,pallet,closed
FCL-1027,2019-11-01,agricultural_product,11.67,0.00,7.14,1.23,0.42,1.56,pallet,closed
FCL-1027,2020-04-01,agricultural_product,1.56,1.37,4.08,0.00,0.11,1.03 pallet,pallet,closed
FCL-1027,2020-06-01,agricultural_product,1.03,7.09,4.00,0.29,0.40,5.96,pallet,closed
FCL-1027,2021-03-01,agricultural_product,5.96,6.61,1.07,0.15,0.38,13.35,pallet,provisional
FCL-1027,2021-05-01,agricultural_product,13.35,1.61,0.00,1.67,0.43,13.60,pallet,closed
FCL-1027,2022-02-01,agricultural_product,13.60,0.00,6.71,1.17,0.21,8.12,pallet,closed
FCL-1027,2022-10-01,agricultural_product,8.12,0.00,0.00,0.46,0.48,6.27,pallet,closed
FCL-1027,2023-09-01,agricultural_product,6.27,0.00,0.00,0.12,0.28,8.70,pallet,closed
FCL-1027,2023-11-01,agricultural_product,8.70,0.00,0.00,0.22,0.35,8.34,pallet,closed
FCL-1027,2024-03-01,agricultural_product,8.34,9.37,0.00,0.22,0.46,19.46,pallet,closed
FCL-1027,2024-05-01,agricultural_product,19.46,0.00,0.00,3.09,0.72,15.68,pallet,closed
FCL-1027,2024-08-01,agricultural_product,15.68,0.00,0.00,0.52,0.04,16.80,pallet,closed
FCL-1027,2025-04-01,agricultural_product,16.80,0.00,0.00,1.49,0.50,14.87,pallet,closed
FCL-1027,2025-06-01,agricultural_product,14.87,0.00,0.00,1.72,0.63,12.60,pallet,closed
FCL-1020,2019-08-01,agricultural_product,43.82,10.93,0.00,3.98,0.94,51.14,pallet,closed
FCL-1019,2021-05-01,protective_equipment,57.10,11.93,0.00,1.03,2.10,64.71,case,closed
