facility_code,reporting_month,item_category,opening_stock,received_quantity,outgoing_quantity,documented_internal_use,documented_waste,closing_stock,unit,inventory_status,year,month
FCL-1020,2018-05-01,medical_consumables,26.53,4.57,0.0,0.77,1.08,28.42,case,closed,2018,5
FCL-1020,2019-01-01,medical_consumables,28.42,8.86,0.0,1.34,0.11,38.86,case,closed,2019,1
FCL-1020,2019-08-01,medical_consumables,38.86,7.41,0.0,5.19,1.79,37.62,case,closed,2019,8
FCL-1020,2019-09-01,medical_consumables,37.62,0.0,3.99,0.68,1.26,34.4,case,provisional,2019,9
FCL-1020,2019-11-01,medical_consumables,34.4,0.0,0.0,0.65,0.43,30.35,case,closed,2019,11
FCL-1020,2020-04-01,medical_consumables,30.35,4.34,0.0,2.7,1.3,33.88,case,closed,2020,4
FCL-1020,2020-06-01,medical_consumables,33.88,0.0,5.59,4.14,1.38,24.74,case,closed,2020,6
FCL-1020,2021-03-01,medical_consumables,24.74,0.0,5.48,1.29,0.91,15.78,case,closed,2021,3
FCL-1020,2021-05-01,medical_consumables,15.78,5.66,4.39,1.23,0.71,18.69,case,closed,2021,5
FCL-1020,2022-02-01,medical_consumables,18.69,0.0,42.0,0.0,0.86,0.0,case,closed,2022,2
FCL-1020,2022-10-01,medical_consumables,0.0,4.47,0.0,0.48,0.39,10.55,case,closed,2022,10
FCL-1020,2023-09-01,medical_consumables,10.55,1.01,8.04,1.81,0.52,0.0,case,provisional,2023,9
FCL-1020,2023-11-01,medical_consumables,0.0,7.7,0.0,0.12,0.2,6.33,case,closed,2023,11
FCL-1020,2024-03-01,medical_consumables,6.33,0.0,0.47,0.02,0.19,4.42,case,closed,2024,3
FCL-1020,2024-05-01,medical_consumables,4.42,10.67,0.0,0.62,0.2,16.38,case,provisional,2024,5
FCL-1020,2024-08-01,medical_consumables,16.38,8.97,0.0,2.11,0.8,22.25,case,closed,2024,8
FCL-1020,2025-04-01,medical_consumables,22.25,0.0,0.4,1.99,0.86,18.25,case,closed,2025,4
FCL-1020,2025-06-01,medical_consumables,18.25,0.0,1.95,2.05,0.09,18.97,case,closed,2025,6
FCL-1020,2018-02-01,monitoring_equipment,34.99,0.0,7.48,1.55,1.22,25.44,kit,closed,2018,2
FCL-1020,2018-03-01,monitoring_equipment,25.44,29.0,0.0,0.57,1.07,51.98,kit,closed,2018,3
FCL-1020,2018-05-01,monitoring_equipment,51.98,0.0,0.0,6.29,2.55,43.46,kit,closed,2018,5
FCL-1020,2019-01-01,monitoring_equipment,43.46,2.86,0.0,5.36,1.0,37.74,kit,closed,2019,1
FCL-1020,2019-08-01,monitoring_equipment,37.74,5.04,0.0,6.42,1.07,36.16,kit,closed,2019,8
FCL-1020,2019-09-01,monitoring_equipment,36.16,10.9,0.0,1.89,0.48,44.96,kit,closed,2019,9
FCL-1020,2019-11-01,monitoring_equipment,44.96,4.74,0.0,0.34,0.56,49.63,kit,closed,2019,11
FCL-1020,2020-04-01,monitoring_equipment,49.63,9.23,0.0,7.52,1.19,41.76,kit,revised,2020,4
FCL-1020,2020-06-01,monitoring_equipment,41.76,1.57,0.0,6.2,0.02,37.18,kit,closed,2020,6
FCL-1020,2021-03-01,monitoring_equipment,37.18,0.0,2.3,3.72,1.11,21.04,kit,revised,2021,3
FCL-1020,2021-05-01,monitoring_equipment,21.04,0.0,0.0,1.09,1.0,18.95,kit,closed,2021,5
FCL-1020,2022-02-01,monitoring_equipment,18.95,0.0,0.0,2.76,0.08,14.52,kit,closed,2022,2
FCL-1020,2022-10-01,monitoring_equipment,14.52,6.93,2.1,1.92,0.58,18.73,kit,closed,2022,10
FCL-1020,2023-09-01,monitoring_equipment,18.73,4.17,25.0,0.0,0.38,0.0,kit,closed,2023,9
FCL-1020,2023-11-01,monitoring_equipment,0.0,10.12,1.54,0.11,0.32,8.6,kit,closed,2023,11
FCL-1020,2024-03-01,monitoring_equipment,8.6,2.72,0.0,0.12,0.4,9.3,kit,closed,2024,3
FCL-1020,2024-05-01,monitoring_equipment,9.3,0.0,0.0,0.15,0.0,9.43,kit,closed,2024,5
FCL-1020,2024-08-01,monitoring_equipment,9.43,16.0,0.0,1.02,0.41,24.0,kit,provisional,2024,8
FCL-1020,2025-04-01,monitoring_equipment,24.0,3.21,7.59,2.47,0.56,20.63,kit,closed,2025,4
FCL-1020,2025-06-01,monitoring_equipment,20.63,6.11,0.0,0.18,0.55,28.66,kit,closed,2025,6
FCL-1020,2018-02-01,protective_equipment,44.57,0.0,0.0,5.36,0.37,37.79,case,closed,2018,2
FCL-1020,2018-03-01,protective_equipment,37.79,0.0,2.94,4.48,0.75,29.69,case,closed,2018,3
FCL-1020,2018-05-01,protective_equipment,29.69,0.0,2.79,4.03,0.38,22.49,case,closed,2018,5
FCL-1020,2019-01-01,protective_equipment,22.49,2.61,0.0,1.94,0.86,21.38,case,closed,2019,1
FCL-1020,2019-08-01,protective_equipment,21.38,127.0,4.46,1.56,0.82,141.61,case,closed,2019,8
FCL-1020,2019-09-01,protective_equipment,141.61,0.0,8.26,11.16,5.04,115.61,case,closed,2019,9
FCL-1020,2019-11-01,protective_equipment,115.61,6.11,4.22,0.34,4.39,112.59,case,closed,2019,11
FCL-1020,2020-04-01,protective_equipment,112.59,0.0,34.0,1.56,2.46,74.72,case,closed,2020,4
FCL-1020,2020-06-01,protective_equipment,74.72,0.0,4.96,10.05,2.15,59.11,case,closed,2020,6
FCL-1020,2021-03-01,protective_equipment,59.11,65.0,6.13,4.17,2.76,109.56,case,closed,2021,3
FCL-1020,2021-05-01,protective_equipment,109.56,5.75,0.0,15.09,5.22,94.34,case,closed,2021,5
FCL-1020,2022-02-01,protective_equipment,94.34,7.08,7.69,10.97,4.06,75.79,case,closed,2022,2
FCL-1020,2022-10-01,protective_equipment,75.79,77.0,0.0,13.52,0.81,140.62,case,closed,2022,10
FCL-1020,2023-09-01,protective_equipment,140.62,0.0,5.01,18.74,6.15,110.56,case,closed,2023,9
FCL-1020,2023-11-01,protective_equipment,110.56,0.0,0.0,14.33,5.29,92.01,case,closed,2023,11
FCL-1020,2024-03-01,protective_equipment,92.01,0.0,0.0,1.73,1.71,87.41,case,closed,2024,3
FCL-1020,2024-05-01,protective_equipment,87.41,0.0,5.08,13.42,0.82,67.98,case,closed,2024,5
FCL-1020,2024-08-01,protective_equipment,67.98,11.41,3.91,3.7,2.31,70.11,case,closed,2024,8
FCL-1020,2025-04-01,protective_equipment,70.11,0.0,1.77,10.01,2.43,57.71,case,closed,2025,4
FCL-1020,2025-06-01,protective_equipment,57.71,0.0,0.0,10.32,1.5,49.72,case,closed,2025,6
FCL-1024,2018-02-01,agricultural_product,35.96,0.0,0.0,1.13,0.87,32.85,pallet,closed,2018,2
FCL-1024,2018-03-01,agricultural_product,32.85,7.8,8.86,1.33,0.16,31.16,pallet,closed,2018,3
FCL-1024,2018-05-01,agricultural_product,31.16,1.87,0.0,0.17,0.51,33.53,pallet,closed,2018,5
FCL-1024,2019-01-01,agricultural_product,33.53,2.62,4.57,2.14,0.53,27.38,pallet,closed,2019,1
FCL-1024,2019-08-01,agricultural_product,27.38,2.52,5.64,3.43,0.96,21.8,pallet,closed,2019,8
FCL-1024,2019-09-01,agricultural_product,21.8,6.46,0.0,0.72,0.18,29.25,pallet,closed,2019,9
FCL-1024,2019-11-01,agricultural_product,29.25,11.39,0.0,1.08,0.23,38.81,pallet,closed,2019,11
FCL-1024,2020-04-01,agricultural_product,38.81,0.0,5.01,2.18,1.32,30.97,pallet,closed,2020,4
FCL-1024,2020-06-01,agricultural_product,30.97,0.0,1.76,0.76,0.37,28.47,pallet,closed,2020,6
FCL-1024,2021-03-01,agricultural_product,28.47,0.0,0.0,3.17,1.07,24.45,pallet,closed,2021,3
FCL-1024,2021-05-01,agricultural_product,24.45,0.0,5.26,2.12,0.59,16.19,pallet,closed,2021,5
FCL-1024,2022-02-01,agricultural_product,16.19,8.39,0.0,1.26,0.11,25.58,pallet,closed,2022,2
FCL-1024,2022-10-01,agricultural_product,25.58,0.0,3.39,0.83,0.67,23.76,pallet,closed,2022,10
FCL-1024,2023-09-01,agricultural_product,23.76,8.57,0.0,4.08,0.6,27.86,pallet,closed,2023,9
FCL-1024,2023-11-01,agricultural_product,27.86,0.0,0.0,2.4,1.25,24.73,pallet,closed,2023,11
FCL-1024,2024-03-01,agricultural_product,24.73,0.0,0.0,3.51,1.18,18.5,pallet,closed,2024,3
FCL-1024,2024-05-01,agricultural_product,18.5,1.04,6.03,0.92,0.3,8.84,pallet,closed,2024,5
FCL-1024,2024-08-01,agricultural_product,8.84,1.59,6.49,0.46,0.03,3.8,pallet,closed,2024,8
FCL-1024,2025-04-01,agricultural_product,3.8,8.62,4.52,0.69,0.0,7.74,pallet,closed,2025,4
FCL-1024,2025-06-01,agricultural_product,7.74,0.0,0.0,0.05,0.39,10.29,pallet,closed,2025,6
FCL-1024,2018-02-01,biological_sample,14.55,5.46,0.0,0.49,0.22,16.24,sealed_lot,closed,2018,2
FCL-1024,2018-03-01,biological_sample,16.24,5.0,0.0,1.94,0.65,0.55,sealed_lot,closed,2018,3
FCL-1024,2018-05-01,biological_sample,0.55,0.0,0.0,0.0,0.36,0.17,sealed_lot,closed,2018,5
FCL-1024,2019-01-01,biological_sample,0.17,0.0,1.37,0.0,0.02,0.0,sealed_lot,provisional,2019,1
FCL-1024,2019-08-01,biological_sample,0.0,3.12,8.8,0.0,0.08,0.0,sealed_lot,closed,2019,8
FCL-1024,2019-09-01,biological_sample,0.0,4.0,0.0,0.08,0.44,0.0,sealed_lot,provisional,2019,9
FCL-1024,2019-11-01,biological_sample,0.0,0.0,4.14,0.0,0.49,0.0,sealed_lot,closed,2019,11
FCL-1024,2020-04-01,biological_sample,0.0,2.0,7.5,0.0,0.32,0.0,sealed_lot,closed,2020,4
FCL-1024,2020-06-01,biological_sample,0.0,0.0,0.0,0.0,0.38,0.0,sealed_lot,closed,2020,6
FCL-1024,2021-03-01,biological_sample,0.0,8.0,0.0,0.21,0.26,0.0,sealed_lot,closed,2021,3
FCL-1024,2021-05-01,biological_sample,0.0,1.71,8.76,0.0,0.1,0.0,sealed_lot,closed,2021,5
FCL-1024,2022-02-01,biological_sample,0.0,10.14,8.59,0.59,0.35,1.34,sealed_lot,closed,2022,2
FCL-1024,2022-10-01,biological_sample,1.34,0.0,6.94,0.0,0.18,0.0,sealed_lot,closed,2022,10
FCL-1024,2023-09-01,biological_sample,0.0,2.0,0.0,0.0,0.47,0.0,sealed_lot,revised,2023,9
FCL-1024,2023-11-01,biological_sample,0.0,0.0,0.0,0.0,0.21,0.0,sealed_lot,closed,2023,11
FCL-1024,2024-03-01,biological_sample,0.0,6.0,2.5,0.0,0.47,0.0,sealed_lot,revised,2024,3
FCL-1024,2024-05-01,biological_sample,0.0,0.0,8.14,0.0,0.01,0.0,sealed_lot,closed,2024,5
FCL-1024,2024-08-01,biological_sample,0.0,0.0,0.0,0.84,0.21,0.92,sealed_lot,closed,2024,8
FCL-1024,2025-04-01,biological_sample,0.92,4.0,0.0,0.17,0.04,0.0,sealed_lot,closed,2025,4
FCL-1024,2025-06-01,biological_sample,0.0,4.07,6.28,0.0,0.16,0.0,sealed_lot,closed,2025,6
FCL-1024,2018-02-01,medical_consumables,39.27,0.0,0.0,3.65,0.04,38.74,case,closed,2018,2
FCL-1024,2018-03-01,medical_consumables,38.74,0.0,0.0,2.24,0.22,35.28,case,closed,2018,3
FCL-1024,2018-05-01,medical_consumables,35.28,8.81,0.0,0.73,1.72,41.31,case,closed,2018,5
FCL-1024,2019-01-01,medical_consumables,41.31,3.87,8.61,2.31,0.99,32.24,case,closed,2019,1
FCL-1024,2019-08-01,medical_consumables,32.24,8.34,0.0,3.99,1.16,38.46,case,closed,2019,8
FCL-1024,2019-09-01,medical_consumables,38.46,7.52,7.6,3.52,1.45,32.53,case,closed,2019,9
FCL-1024,2019-11-01,medical_consumables,32.53,5.12,0.0,0.77,0.69,34.68,case,closed,2019,11
FCL-1024,2020-04-01,medical_consumables,34.68,0.0,6.27,0.88,0.37,30.62,case,closed,2020,4
FCL-1024,2020-06-01,medical_consumables,30.62,0.0,0.0,3.89,0.8,26.43,case,closed,2020,6
FCL-1024,2021-03-01,medical_consumables,26.43,0.0,0.0,3.54,0.78,24.33,case,closed,2021,3
FCL-1024,2021-05-01,medical_consumables,24.33,3.26,1.01,3.81,1.04,22.9,case,closed,2021,5
FCL-1024,2022-02-01,medical_consumables,22.9,5.88,4.76,1.91,0.01,22.3,case,closed,2022,2
FCL-1024,2022-10-01,medical_consumables,22.3,0.0,0.0,3.32,1.03,17.68,case,closed,2022,10
FCL-1024,2023-09-01,medical_consumables,17.68,7.23,0.0,2.78,0.73,23.84,case,closed,2023,9
FCL-1024,2023-11-01,medical_consumables,23.84,6.67,0.0,1.33,0.07,31.02,case,closed,2023,11
FCL-1024,2024-03-01,medical_consumables,31.02,0.0,5.96,0.34,0.93,27.21,case,closed,2024,3
FCL-1024,2024-05-01,medical_consumables,27.21,0.0,6.1,0.66,0.18,18.53,case,closed,2024,5
FCL-1024,2024-08-01,medical_consumables,18.53,1.48,0.0,2.22,0.19,16.34,case,provisional,2024,8
FCL-1024,2025-04-01,medical_consumables,16.34,7.21,0.0,0.86,0.74,21.59,case,closed,2025,4
FCL-1024,2025-06-01,medical_consumables,21.59,11.75,0.0,0.36,0.48,32.2,case,closed,2025,6
FCL-1024,2018-02-01,monitoring_equipment,30.53,3.68,0.0,4.96,0.93,27.56,kit,provisional,2018,2
FCL-1024,2018-03-01,monitoring_equipment,27.56,0.0,7.45,2.2,1.24,17.0,kit,closed,2018,3
FCL-1024,2018-05-01,monitoring_equipment,17.0,7.83,0.0,1.91,0.16,19.63,kit,closed,2018,5
FCL-1024,2019-01-01,monitoring_equipment,19.63,0.0,5.55,1.86,0.9,13.21,kit,provisional,2019,1
FCL-1024,2019-08-01,monitoring_equipment,13.21,5.69,0.0,0.88,0.56,19.62,kit,provisional,2019,8
FCL-1024,2019-09-01,monitoring_equipment,19.62,0.0,0.0,0.72,0.48,17.25,kit,closed,2019,9
FCL-1024,2019-11-01,monitoring_equipment,17.25,5.08,5.2,1.98,0.39,14.36,kit,closed,2019,11
FCL-1024,2020-04-01,monitoring_equipment,14.36,0.0,8.22,2.13,0.62,4.35,kit,closed,2020,4
FCL-1024,2020-06-01,monitoring_equipment,4.35,1.22,7.68,0.0,0.41,0.0,kit,closed,2020,6
FCL-1024,2021-03-01,monitoring_equipment,0.0,11.38,4.41,0.48,0.39,13.79,kit,provisional,2021,3
FCL-1024,2021-05-01,monitoring_equipment,13.79,9.2,0.0,0.4,0.44,20.71,kit,closed,2021,5
FCL-1024,2022-02-01,monitoring_equipment,20.71,11.24,0.0,1.63,0.44,30.31,kit,closed,2022,2
FCL-1024,2022-10-01,monitoring_equipment,30.31,7.7,5.3,0.32,0.35,32.41,kit,closed,2022,10
FCL-1024,2023-09-01,monitoring_equipment,32.41,0.0,0.0,4.17,0.85,26.65,kit,closed,2023,9
FCL-1024,2023-11-01,monitoring_equipment,26.65,0.0,0.0,3.39,0.9,22.79,kit,closed,2023,11
FCL-1024,2024-03-01,monitoring_equipment,22.79,3.39,0.0,3.96,1.12,16.69,kit,closed,2024,3
FCL-1024,2024-05-01,monitoring_equipment,16.69,5.6,2.53,2.28,0.77,16.8,kit,closed,2024,5
FCL-1024,2024-08-01,monitoring_equipment,16.8,0.0,0.14,2.86,0.09,15.96,kit,closed,2024,8
FCL-1024,2025-04-01,monitoring_equipment,15.96,7.62,0.0,0.67,0.25,24.65,kit,closed,2025,4
FCL-1024,2025-06-01,monitoring_equipment,24.65,0.0,0.0,2.7,0.95,18.69,kit,closed,2025,6
FCL-1024,2018-02-01,protective_equipment,44.2,0.0,6.5,0.73,0.34,35.55,case,closed,2018,2
FCL-1024,2018-03-01,protective_equipment,35.55,7.99,7.0,6.27,1.29,27.11,case,closed,2018,3
FCL-1024,2018-05-01,protective_equipment,27.11,5.41,0.0,2.77,0.56,26.94,case,closed,2018,5
FCL-1024,2019-01-01,protective_equipment,26.94,8.67,0.28,0.16,1.23,32.15,case,closed,2019,1
FCL-1024,2019-08-01,protective_equipment,32.15,5.18,5.05,2.76,0.1,28.78,case,closed,2019,8
FCL-1024,2019-09-01,protective_equipment,28.78,0.0,7.46,0.43,1.3,20.87,case,closed,2019,9
FCL-1024,2019-11-01,protective_equipment,20.87,0.0,7.24,3.16,0.6,8.17,case,closed,2019,11
FCL-1024,2020-04-01,protective_equipment,8.17,0.0,6.45,0.16,0.22,0.0,case,closed,2020,4
FCL-1024,2020-06-01,protective_equipment,0.0,0.0,0.0,0.0,0.12,0.0,case,closed,2020,6
FCL-1024,2021-03-01,protective_equipment,0.0,0.0,1.38,0.0,0.47,0.0,case,provisional,2021,3
FCL-1024,2021-05-01,protective_equipment,0.0,10.56,0.0,0.71,0.27,8.23,case,closed,2021,5
FCL-1024,2022-02-01,protective_equipment,8.23,0.0,0.0,1.0,0.29,5.17,case,closed,2022,2
FCL-1024,2022-10-01,protective_equipment,5.17,1.66,0.0,0.43,0.38,7.11,case,closed,2022,10
FCL-1024,2023-09-01,protective_equipment,7.11,4.05,0.0,0.5,0.04,9.55,case,closed,2023,9
FCL-1024,2023-11-01,protective_equipment,9.55,5.84,0.0,0.06,0.08,14.98,case,closed,2023,11
FCL-1024,2024-03-01,protective_equipment,14.98,3.11,4.33,1.3,0.11,14.18,case,closed,2024,3
FCL-1024,2024-05-01,protective_equipment,14.18,10.32,6.85,0.22,0.36,18.88,case,closed,2024,5
FCL-1024,2024-08-01,protective_equipment,18.88,0.0,0.0,1.42,0.7,13.73,case,closed,2024,8
FCL-1024,2025-04-01,protective_equipment,13.73,7.12,0.0,0.02,0.13,19.45,case,closed,2025,4
FCL-1024,2025-06-01,protective_equipment,19.45,9.13,8.18,0.74,0.09,22.19,case,closed,2025,6
FCL-1027,2018-02-01,agricultural_product,44.04,0.0,0.0,6.7,0.39,30.99,pallet,closed,2018,2
FCL-1027,2018-03-01,agricultural_product,30.99,4.52,8.49,5.41,0.59,19.01,pallet,closed,2018,3
FCL-1027,2018-05-01,agricultural_product,19.01,8.09,6.64,2.64,0.57,7.15,pallet,closed,2018,5
FCL-1027,2019-01-01,agricultural_product,7.15,0.0,0.0,0.92,0.24,6.7,pallet,closed,2019,1
FCL-1027,2019-08-01,agricultural_product,6.7,0.0,3.58,1.09,0.24,2.68,pallet,closed,2019,8
FCL-1027,2019-09-01,agricultural_product,2.68,8.91,2.56,0.97,0.17,11.67,pallet,closed,2019,9
FCL-1027,2019-11-01,agricultural_product,11.67,0.0,7.14,1.23,0.42,1.56,pallet,closed,2019,11
FCL-1027,2020-04-01,agricultural_product,1.56,1.37,4.08,0.0,0.11,1.03,pallet,closed,2020,4
FCL-1027,2020-06-01,agricultural_product,1.03,7.09,4.0,0.29,0.4,5.96,pallet,closed,2020,6
FCL-1027,2021-03-01,agricultural_product,5.96,6.61,1.07,0.15,0.38,13.35,pallet,provisional,2021,3
FCL-1027,2021-05-01,agricultural_product,13.35,1.61,0.0,1.67,0.43,13.6,pallet,closed,2021,5
FCL-1027,2022-02-01,agricultural_product,13.6,0.0,6.71,1.17,0.21,8.12,pallet,closed,2022,2
FCL-1027,2022-10-01,agricultural_product,8.12,0.0,0.0,0.46,0.48,6.27,pallet,closed,2022,10
FCL-1027,2023-09-01,agricultural_product,6.27,0.0,0.0,0.12,0.28,8.7,pallet,closed,2023,9
FCL-1027,2023-11-01,agricultural_product,8.7,0.0,0.0,0.22,0.35,8.34,pallet,closed,2023,11
FCL-1027,2024-03-01,agricultural_product,8.34,9.37,0.0,0.22,0.46,19.46,pallet,closed,2024,3
FCL-1027,2024-05-01,agricultural_product,19.46,0.0,0.0,3.09,0.72,15.68,pallet,closed,2024,5
FCL-1027,2024-08-01,agricultural_product,15.68,0.0,0.0,0.52,0.04,16.8,pallet,closed,2024,8
FCL-1027,2025-04-01,agricultural_product,16.8,0.0,0.0,1.49,0.5,14.87,pallet,closed,2025,4
FCL-1027,2025-06-01,agricultural_product,14.87,0.0,0.0,1.72,0.63,12.6,pallet,closed,2025,6
FCL-1027,2018-02-01,biological_sample,25.06,7.41,0.0,4.51,0.2,19.74,sealed_lot,revised,2018,2
FCL-1027,2018-03-01,biological_sample,19.74,0.0,0.0,0.47,0.17,17.12,sealed_lot,provisional,2018,3
FCL-1027,2018-05-01,biological_sample,17.12,0.0,0.0,0.48,0.03,15.34,sealed_lot,closed,2018,5
FCL-1027,2019-01-01,biological_sample,15.34,0.0,3.2,1.08,0.12,1.3,sealed_lot,closed,2019,1
FCL-1027,2019-08-01,biological_sample,1.3,0.0,4.25,0.0,0.22,0.0,sealed_lot,closed,2019,8
FCL-1027,2019-09-01,biological_sample,0.0,3.35,0.0,0.5,0.16,1.37,sealed_lot,closed,2019,9
FCL-1027,2019-11-01,biological_sample,1.37,7.6,0.0,0.93,0.5,0.0,sealed_lot,revised,2019,11
FCL-1027,2020-04-01,biological_sample,0.0,0.0,8.45,0.0,0.19,0.0,sealed_lot,closed,2020,4
FCL-1027,2020-06-01,biological_sample,0.0,4.87,0.0,0.05,0.24,7.21,sealed_lot,closed,2020,6
FCL-1027,2021-03-01,biological_sample,7.21,0.0,0.0,0.46,0.11,0.0,sealed_lot,closed,2021,3
FCL-1027,2021-05-01,biological_sample,0.0,5.12,0.0,0.25,0.48,6.21,sealed_lot,closed,2021,5
FCL-1027,2022-02-01,biological_sample,6.21,9.36,0.0,0.52,0.12,15.17,sealed_lot,closed,2022,2
FCL-1027,2022-10-01,biological_sample,15.17,11.5,0.0,1.95,0.44,14.83,sealed_lot,revised,2022,10
FCL-1027,2023-09-01,biological_sample,14.83,0.0,8.08,0.92,0.74,1.15,sealed_lot,provisional,2023,9
FCL-1027,2023-11-01,biological_sample,1.15,0.0,3.65,0.0,0.36,0.0,sealed_lot,closed,2023,11
FCL-1027,2024-03-01,biological_sample,0.0,0.0,4.33,0.0,0.24,0.0,sealed_lot,closed,2024,3
FCL-1027,2024-05-01,biological_sample,0.0,8.94,0.0,0.15,0.33,10.22,sealed_lot,closed,2024,5
FCL-1027,2024-08-01,biological_sample,10.22,0.0,4.11,0.22,0.34,6.32,sealed_lot,closed,2024,8
FCL-1027,2025-04-01,biological_sample,6.32,2.08,5.67,0.38,0.13,0.0,sealed_lot,closed,2025,4
FCL-1027,2025-06-01,biological_sample,0.0,0.0,0.0,0.0,0.31,0.0,sealed_lot,closed,2025,6
FCL-1027,2018-02-01,medical_consumables,61.51,0.0,0.0,6.72,2.79,48.8,case,closed,2018,2
FCL-1027,2018-03-01,medical_consumables,48.8,6.61,3.01,1.14,1.83,51.26,case,closed,2018,3
FCL-1027,2018-05-01,medical_consumables,51.26,0.0,0.0,6.91,1.59,44.62,case,closed,2018,5
FCL-1027,2019-01-01,medical_consumables,44.62,4.53,0.0,3.48,0.18,44.7,case,closed,2019,1
FCL-1027,2019-08-01,medical_consumables,44.7,0.0,3.14,4.2,1.0,34.41,case,closed,2019,8
FCL-1027,2019-09-01,medical_consumables,34.41,0.0,0.0,1.1,0.01,31.56,case,closed,2019,9
FCL-1027,2019-11-01,medical_consumables,31.56,0.0,0.8,5.5,0.79,23.79,case,closed,2019,11
FCL-1027,2020-04-01,medical_consumables,23.79,9.63,0.0,2.9,0.79,31.58,case,closed,2020,4
FCL-1027,2020-06-01,medical_consumables,31.58,0.0,0.0,3.81,1.11,25.46,case,closed,2020,6
FCL-1027,2021-03-01,medical_consumables,25.46,8.18,8.38,1.15,0.05,21.91,case,closed,2021,3
FCL-1027,2021-05-01,medical_consumables,21.91,0.0,2.17,2.18,0.26,16.91,case,closed,2021,5
FCL-1027,2022-02-01,medical_consumables,16.91,8.99,0.0,2.82,0.78,21.36,case,closed,2022,2
FCL-1027,2022-10-01,medical_consumables,21.36,7.64,0.0,3.25,0.03,23.08,case,provisional,2022,10
FCL-1027,2023-09-01,medical_consumables,23.08,6.99,5.15,0.19,0.69,22.73,case,closed,2023,9
FCL-1027,2023-11-01,medical_consumables,22.73,10.74,0.0,2.01,0.86,31.97,case,closed,2023,11
FCL-1027,2024-03-01,medical_consumables,31.97,6.73,4.29,2.34,1.36,28.12,case,closed,2024,3
FCL-1027,2024-05-01,medical_consumables,28.12,0.0,0.0,3.65,0.64,26.34,case,closed,2024,5
FCL-1027,2024-08-01,medical_consumables,26.34,0.0,8.67,1.58,0.74,15.41,case,closed,2024,8
FCL-1027,2025-04-01,medical_consumables,15.41,5.09,0.67,0.68,0.45,17.03,case,closed,2025,4
FCL-1027,2025-06-01,medical_consumables,17.03,0.0,0.0,1.03,0.38,10.81,case,closed,2025,6
FCL-1027,2018-02-01,monitoring_equipment,52.15,8.32,0.0,8.84,1.04,53.11,kit,closed,2018,2
FCL-1027,2018-03-01,monitoring_equipment,53.11,0.0,2.44,5.32,0.41,41.97,kit,provisional,2018,3
FCL-1027,2018-05-01,monitoring_equipment,41.97,5.21,0.0,2.03,0.43,43.94,kit,closed,2018,5
FCL-1027,2019-01-01,monitoring_equipment,43.94,0.0,6.04,5.64,0.35,28.43,kit,closed,2019,1
FCL-1027,2019-08-01,monitoring_equipment,28.43,9.92,0.0,3.02,0.13,33.52,kit,closed,2019,8
FCL-1027,2019-09-01,monitoring_equipment,33.52,0.0,4.42,0.95,0.08,28.92,kit,closed,2019,9
FCL-1027,2019-11-01,monitoring_equipment,28.92,1.27,0.65,3.31,1.02,23.76,kit,closed,2019,11
FCL-1027,2020-04-01,monitoring_equipment,23.76,0.0,0.0,2.45,0.2,21.14,kit,closed,2020,4
FCL-1027,2020-06-01,monitoring_equipment,21.14,0.0,3.17,1.79,0.48,12.96,kit,closed,2020,6
FCL-1027,2021-03-01,monitoring_equipment,12.96,10.49,0.0,0.55,0.04,24.51,kit,closed,2021,3
FCL-1027,2021-05-01,monitoring_equipment,24.51,11.49,0.19,1.95,0.21,16.42,kit,revised,2021,5
FCL-1027,2022-02-01,monitoring_equipment,16.42,1.7,0.0,2.7,0.3,16.07,kit,closed,2022,2
FCL-1027,2022-10-01,monitoring_equipment,16.07,8.1,2.68,2.3,0.66,18.45,kit,closed,2022,10
FCL-1027,2023-09-01,monitoring_equipment,18.45,1.78,0.0,2.59,0.86,18.9,kit,closed,2023,9
FCL-1027,2023-11-01,monitoring_equipment,18.9,0.0,2.96,0.17,0.78,15.85,kit,closed,2023,11
FCL-1027,2024-03-01,monitoring_equipment,15.85,0.0,0.5,0.41,0.68,17.74,kit,closed,2024,3
FCL-1027,2024-05-01,monitoring_equipment,17.74,0.0,8.37,0.11,0.26,6.89,kit,closed,2024,5
FCL-1027,2024-08-01,monitoring_equipment,6.89,4.47,0.0,0.81,0.48,11.06,kit,closed,2024,8
FCL-1027,2025-04-01,monitoring_equipment,11.06,10.95,0.0,0.15,0.3,18.99,kit,closed,2025,4
FCL-1027,2025-06-01,monitoring_equipment,18.99,8.41,0.0,2.72,0.24,23.96,kit,closed,2025,6
FCL-1027,2018-02-01,protective_equipment,33.88,0.0,5.99,4.9,1.02,22.06,case,closed,2018,2
FCL-1027,2018-03-01,protective_equipment,22.06,3.92,0.0,0.88,0.3,24.34,case,closed,2018,3
FCL-1027,2018-05-01,protective_equipment,24.34,11.54,0.0,2.94,0.95,30.63,case,closed,2018,5
FCL-1027,2019-01-01,protective_equipment,30.63,11.33,3.04,4.95,0.1,35.46,case,closed,2019,1
FCL-1027,2019-08-01,protective_equipment,35.46,1.64,5.62,1.2,0.46,29.73,case,closed,2019,8
FCL-1027,2019-09-01,protective_equipment,29.73,0.0,0.0,2.55,0.79,27.92,case,provisional,2019,9
FCL-1027,2019-11-01,protective_equipment,27.92,0.0,1.68,1.92,0.64,24.3,case,closed,2019,11
