regulatory_event_id,case_number,case_category,event_time,activity,subject_name,subject_registration_number,agency_name,initiating_source,assigned_unit,related_site_code,related_shipment_number,previous_status,new_status,outcome,public_reference
RGE-000120,REG-2023-0021,environmental_complaint,2023-04-20T10:00:00,case_opened,Office of the Kintara Chancellor,,Nordhaven Maritime Safety Agency,routine referral,case review,KNT-DMJ,,new,open,case registered,
RGE-000121,REG-2023-0021,environmental_complaint,2023-04-22T10:00:00,evidence_received,Office of the Kintara Chancellor,,Nordhaven Maritime Safety Agency,routine referral,case review,KNT-DMJ,,open,evidence_review,records received,
RGE-000122,REG-2023-0021,environmental_complaint,2023-04-24T10:00:00,triage_review,Office of the Kintara Chancellor,,Nordhaven Maritime Safety Agency,routine referral,case review,KNT-DMJ,,evidence_review,assigned,case assigned,
RGE-000123,REG-2023-0021,environmental_complaint,2023-04-30T10:00:00,technical_review,Office of the Kintara Chancellor,,Nordhaven Maritime Safety Agency,routine referral,case review,KNT-DMJ,,assigned,findings_review,technical review completed,
RGE-000124,REG-2023-0021,environmental_complaint,2023-05-08T10:00:00,case_closed,Office of the Kintara Chancellor,,Nordhaven Maritime Safety Agency,routine referral,case review,KNT-DMJ,,findings_review,closed,case closed without further action,
RGE-000125,REG-2022-0022,shipment_inspection,2022-10-13T10:00:00,case_opened,Garnet Scientific Instruments,REG-TMB-20031,Valenne Public Procurement Authority,routine referral,case review,,SHP-2016-00012,new,open,case registered,
RGE-000126,REG-2022-0022,shipment_inspection,2022-10-15T10:00:00,evidence_received,Garnet Scientific Instruments,REG-TMB-20031,Valenne Public Procurement Authority,routine referral,case review,,SHP-2016-00012,open,evidence_review,records received,
RGE-000127,REG-2022-0022,shipment_inspection,2022-10-17T10:00:00,triage_review,Garnet Scientific Instruments,REG-TMB-20031,Valenne Public Procurement Authority,routine referral,case review,,SHP-2016-00012,evidence_review,assigned,case assigned,
RGE-000128,REG-2022-0022,shipment_inspection,2022-10-20T10:00:00,inspection_scheduled,Garnet Scientific Instruments,REG-TMB-20031,Valenne Public Procurement Authority,routine referral,case review,,SHP-2016-00012,assigned,inspection_pending,inspection scheduled,
RGE-000129,REG-2022-0022,shipment_inspection,2022-10-25T10:00:00,inspection_completed,Garnet Scientific Instruments,REG-TMB-20031,Valenne Public Procurement Authority,routine referral,case review,,SHP-2016-00012,inspection_pending,findings_review,inspection completed,
RGE-000130,REG-2022-0022,shipment_inspection,2022-10-31T10:00:00,case_closed,Garnet Scientific Instruments,REG-TMB-20031,Valenne Public Procurement Authority,routine referral,case review,,SHP-2016-00012,findings_review,closed,case closed without further action,
RGE-000131,REG-2022-0023,wildlife_inspection,2022-10-27T10:00:00,case_opened,Office of the Kintara Chancellor,,Tembara Customs Coordination Unit,routine referral,case review,KNT-QWU,,new,open,case registered,PUB-2022-0024
RGE-000132,REG-2022-0023,wildlife_inspection,2022-10-29T10:00:00,evidence_received,Office of the Kintara Chancellor,,Tembara Customs Coordination Unit,routine referral,case review,KNT-QWU,,open,evidence_review,records received,PUB-2022-0024
RGE-000133,REG-2022-0023,wildlife_inspection,2022-10-31T10:00:00,triage_review,Office of the Kintara Chancellor,,Tembara Customs Coordination Unit,routine referral,case review,KNT-QWU,,evidence_review,assigned,case assigned,PUB-2022-0024
RGE-000134,REG-2022-0023,wildlife_inspection,2022-11-03T10:00:00,inspection_scheduled,Office of the Kintara Chancellor,,Tembara Customs Coordination Unit,routine referral,case review,KNT-QWU,,assigned,inspection_pending,inspection scheduled,PUB-2022-0024
RGE-000135,REG-2022-0023,wildlife_inspection,2022-11-08T10:00:00,inspection_completed,Office of the Kintara Chancellor,,Tembara Customs Coordination Unit,routine referral,case review,KNT-QWU,,inspection_pending,findings_review,inspection completed,PUB-2022-0024
RGE-000136,REG-2022-0023,wildlife_inspection,2022-11-11T10:00:00,finding_issued,Office of the Kintara Chancellor,,Tembara Customs Coordination Unit,routine referral,case review,KNT-QWU,,findings_review,action_required,corrective action requested,PUB-2022-0024
RGE-000137,REG-2022-0023,wildlife_inspection,2022-12-01T10:00:00,case_closed,Office of the Kintara Chancellor,,Tembara Customs Coordination Unit,routine referral,case review,KNT-QWU,,action_required,closed,corrective action accepted,PUB-2022-0024
RGE-000138,REG-2019-0024,procurement_review,2019-09-22T10:00:00,case_opened,Northstar Cold Chain Services,REG-TMB-01003,Nordhaven Maritime Safety Agency,routine referral,case review,,,new,open,case registered,
RGE-000139,REG-2019-0024,procurement_review,2019-09-24T10:00:00,evidence_received,Northstar Cold Chain Services,REG-TMB-01003,Nordhaven Maritime Safety Agency,routine referral,case review,,,open,evidence_review,records received,
RGE-000140,REG-2019-0024,procurement_review,2019-09-26T10:00:00,triage_review,Northstar Cold Chain Services,REG-TMB-01003,Nordhaven Maritime Safety Agency,routine referral,case review,,,evidence_review,assigned,case assigned,
RGE-000141,REG-2019-0024,procurement_review,2019-10-02T10:00:00,technical_review,Northstar Cold Chain Services,REG-TMB-01003,Nordhaven Maritime Safety Agency,routine referral,case review,,,assigned,findings_review,technical review completed,
RGE-000142,REG-2019-0024,procurement_review,2019-10-10T10:00:00,case_closed,Northstar Cold Chain Services,REG-TMB-01003,Nordhaven Maritime Safety Agency,routine referral,case review,,,findings_review,closed,case closed without further action,
RGE-000143,REG-2022-0025,medical_audit,2022-10-16T10:00:00,case_opened,Vale Strategy Collective,REG-VLN-01006,Nordhaven Maritime Safety Agency,routine referral,case review,,,new,open,case registered,
RGE-000144,REG-2022-0025,medical_audit,2022-10-18T10:00:00,evidence_received,Vale Strategy Collective,REG-VLN-01006,Nordhaven Maritime Safety Agency,routine referral,case review,,,open,evidence_review,records received,
RGE-000145,REG-2022-0025,medical_audit,2022-10-20T10:00:00,triage_review,Vale Strategy Collective,REG-VLN-01006,Nordhaven Maritime Safety Agency,routine referral,case review,,,evidence_review,assigned,case assigned,
RGE-000146,REG-2022-0025,medical_audit,2022-10-23T10:00:00,inspection_scheduled,Vale Strategy Collective,REG-VLN-01006,Nordhaven Maritime Safety Agency,routine referral,case review,,,assigned,inspection_pending,inspection scheduled,
RGE-000147,REG-2022-0025,medical_audit,2022-10-28T10:00:00,inspection_completed,Vale Strategy Collective,REG-VLN-01006,Nordhaven Maritime Safety Agency,routine referral,case review,,,inspection_pending,findings_review,inspection completed,
RGE-000148,REG-2022-0025,medical_audit,2022-11-03T10:00:00,case_closed,Vale Strategy Collective,REG-VLN-01006,Nordhaven Maritime Safety Agency,routine referral,case review,,,findings_review,closed,case closed without further action,
RGE-000149,REG-2023-0026,corporate_transparency,2023-09-10T10:00:00,case_opened,Cedar Public Affairs Advisory,REG-VLN-20035,Avelora Food Standards Office,routine referral,case review,,,new,open,case registered,PUB-2023-0027
RGE-000150,REG-2023-0026,corporate_transparency,2023-09-12T10:00:00,evidence_received,Cedar Public Affairs Advisory,REG-VLN-20035,Avelora Food Standards Office,routine referral,case review,,,open,evidence_review,records received,PUB-2023-0027
RGE-000151,REG-2023-0026,corporate_transparency,2023-09-14T10:00:00,triage_review,Cedar Public Affairs Advisory,REG-VLN-20035,Avelora Food Standards Office,routine referral,case review,,,evidence_review,assigned,case assigned,PUB-2023-0027
RGE-000152,REG-2023-0026,corporate_transparency,2023-09-20T10:00:00,technical_review,Cedar Public Affairs Advisory,REG-VLN-20035,Avelora Food Standards Office,routine referral,case review,,,assigned,findings_review,technical review completed,PUB-2023-0027
RGE-000153,REG-2023-0026,corporate_transparency,2023-09-28T10:00:00,case_closed,Cedar Public Affairs Advisory,REG-VLN-20035,Avelora Food Standards Office,routine referral,case review,,,findings_review,closed,case closed without further action,PUB-2023-0027
RGE-000154,REG-2021-0027,environmental_complaint,2021-05-21T10:00:00,case_opened,Civic Health Purchasing Network,REG-VLN-20003,Valenne Public Procurement Authority,routine referral,case review,KNT-TEX,,new,open,case registered,
RGE-000155,REG-2021-0027,environmental_complaint,2021-05-23T10:00:00,evidence_received,Civic Health Purchasing Network,REG-VLN-20003,Valenne Public Procurement Authority,routine referral,case review,KNT-TEX,,open,evidence_review,records received,
RGE-000156,REG-2021-0027,environmental_complaint,2021-05-25T10:00:00,triage_review,Civic Health Purchasing Network,REG-VLN-20003,Valenne Public Procurement Authority,routine referral,case review,KNT-TEX,,evidence_review,assigned,case assigned,
RGE-000157,REG-2021-0027,environmental_complaint,2021-05-31T10:00:00,technical_review,Civic Health Purchasing Network,REG-VLN-20003,Valenne Public Procurement Authority,routine referral,case review,KNT-TEX,,assigned,findings_review,technical review completed,
RGE-000158,REG-2021-0027,environmental_complaint,2021-06-08T10:00:00,case_closed,Civic Health Purchasing Network,REG-VLN-20003,Valenne Public Procurement Authority,routine referral,case review,KNT-TEX,,findings_review,closed,case closed without further action,
RGE-000159,REG-2020-0028,shipment_inspection,2020-10-10T10:00:00,case_opened,Avelora Orchard Export Union,REG-AVL-20007,Avelora Food Standards Office,routine referral,case review,,SHP-2019-00009,new,open,case registered,
RGE-000160,REG-2020-0028,shipment_inspection,2020-10-12T10:00:00,evidence_received,Avelora Orchard Export Union,REG-AVL-20007,Avelora Food Standards Office,routine referral,case review,,SHP-2019-00009,open,evidence_review,records received,
RGE-000161,REG-2020-0028,shipment_inspection,2020-10-14T10:00:00,triage_review,Avelora Orchard Export Union,REG-AVL-20007,Avelora Food Standards Office,routine referral,case review,,SHP-2019-00009,evidence_review,assigned,case assigned,
RGE-000162,REG-2020-0028,shipment_inspection,2020-10-17T10:00:00,inspection_scheduled,Avelora Orchard Export Union,REG-AVL-20007,Avelora Food Standards Office,routine referral,case review,,SHP-2019-00009,assigned,inspection_pending,inspection scheduled,
RGE-000163,REG-2020-0028,shipment_inspection,2020-10-22T10:00:00,inspection_completed,Avelora Orchard Export Union,REG-AVL-20007,Avelora Food Standards Office,routine referral,case review,,SHP-2019-00009,inspection_pending,findings_review,inspection completed,
RGE-000164,REG-2020-0028,shipment_inspection,2020-10-28T10:00:00,case_closed,Avelora Orchard Export Union,REG-AVL-20007,Avelora Food Standards Office,routine referral,case review,,SHP-2019-00009,findings_review,closed,case closed without further action,
RGE-000165,REG-2018-0029,wildlife_inspection,2018-04-01T10:00:00,case_opened,Velin Packaging Industries,REG-AVL-20021,Valenne Public Procurement Authority,routine referral,case review,KNT-XAC,,new,open,case registered,PUB-2018-0030
RGE-000166,REG-2018-0029,wildlife_inspection,2018-04-03T10:00:00,evidence_received,Velin Packaging Industries,REG-AVL-20021,Valenne Public Procurement Authority,routine referral,case review,KNT-XAC,,open,evidence_review,records received,PUB-2018-0030
RGE-000167,REG-2018-0029,wildlife_inspection,2018-04-05T10:00:00,triage_review,Velin Packaging Industries,REG-AVL-20021,Valenne Public Procurement Authority,routine referral,case review,KNT-XAC,,evidence_review,assigned,case assigned,PUB-2018-0030
RGE-000168,REG-2018-0029,wildlife_inspection,2018-04-08T10:00:00,inspection_scheduled,Velin Packaging Industries,REG-AVL-20021,Valenne Public Procurement Authority,routine referral,case review,KNT-XAC,,assigned,inspection_pending,inspection scheduled,PUB-2018-0030
RGE-000169,REG-2018-0029,wildlife_inspection,2018-04-13T10:00:00,inspection_completed,Velin Packaging Industries,REG-AVL-20021,Valenne Public Procurement Authority,routine referral,case review,KNT-XAC,,inspection_pending,findings_review,inspection completed,PUB-2018-0030
RGE-000170,REG-2018-0029,wildlife_inspection,2018-04-16T10:00:00,finding_issued,Velin Packaging Industries,REG-AVL-20021,Valenne Public Procurement Authority,routine referral,case review,KNT-XAC,,findings_review,action_required,corrective action requested,PUB-2018-0030
RGE-000171,REG-2018-0029,wildlife_inspection,2018-05-06T10:00:00,case_closed,Velin Packaging Industries,REG-AVL-20021,Valenne Public Procurement Authority,routine referral,case review,KNT-XAC,,action_required,closed,corrective action accepted,PUB-2018-0030
RGE-000172,REG-2020-0030,procurement_review,2020-09-16T10:00:00,case_opened,Office of the Kintara Chancellor,,Nordhaven Maritime Safety Agency,routine referral,case review,,,new,open,case registered,
RGE-000173,REG-2020-0030,procurement_review,2020-09-18T10:00:00,evidence_received,Office of the Kintara Chancellor,,Nordhaven Maritime Safety Agency,routine referral,case review,,,open,evidence_review,records received,
RGE-000174,REG-2020-0030,procurement_review,2020-09-20T10:00:00,triage_review,Office of the Kintara Chancellor,,Nordhaven Maritime Safety Agency,routine referral,case review,,,evidence_review,assigned,case assigned,
RGE-000175,REG-2020-0030,procurement_review,2020-09-26T10:00:00,Technical_Review,Office of the Kintara Chancellor,,Nordhaven Maritime Safety Agency,routine referral,case review,,,assigned,findings_review,technical review completed,
RGE-000176,REG-2020-0030,procurement_review,2020-10-04T10:00:00,case_closed,Office of the Kintara Chancellor,,Nordhaven Maritime Safety Agency,routine referral,case review,,,findings_review,closed,case closed without further action,
RGE-000177,REG-2019-0031,medical_audit,2019-03-25T10:00:00,case_opened,Whitehaven Strategic Holdings,REG-VLN-01004,Valenne Public Procurement Authority,routine referral,case review,,,new,open,case registered,
RGE-000178,REG-2019-0031,medical_audit,2019-03-27T10:00:00,evidence_received,Whitehaven Strategic Holdings,REG-VLN-01004,Valenne Public Procurement Authority,routine referral,case review,,,open,evidence_review,records received,
RGE-000179,REG-2019-0031,medical_audit,2019-03-29T10:00:00,triage_review,Whitehaven Strategic Holdings,REG-VLN-01004,Valenne Public Procurement Authority,routine referral,case review,,,evidence_review,assigned,case assigned,
RGE-000180,REG-2019-0031,medical_audit,2019-04-01T10:00:00,inspection_scheduled,Whitehaven Strategic Holdings,REG-VLN-01004,Valenne Public Procurement Authority,routine referral,case review,,,assigned,inspection_pending,inspection scheduled,
RGE-000181,REG-2019-0031,medical_audit,2019-04-06T10:00:00,inspection_completed,Whitehaven Strategic Holdings,REG-VLN-01004,Valenne Public Procurement Authority,routine referral,case review,,,inspection_pending,findings_review,inspection completed,
RGE-000182,REG-2019-0031,medical_audit,2019-04-12T10:00:00,case_closed,Whitehaven Strategic Holdings,REG-VLN-01004,Valenne Public Procurement Authority,routine referral,case review,,,findings_review,closed,case closed without further action,
RGE-000183,REG-2019-0032,corporate_transparency,2019-09-07T10:00:00,case_opened,Earth Ledger Project,REG-NDH-01011,Tembara Customs Coordination Unit,routine referral,case review,,,new,open,case registered,PUB-2019-0033
RGE-000184,REG-2019-0032,corporate_transparency,2019-09-09T10:00:00,evidence_received,Earth Ledger Project,REG-NDH-01011,Tembara Customs Coordination Unit,routine referral,case review,,,open,evidence_review,records received,PUB-2019-0033
RGE-000185,REG-2019-0032,corporate_transparency,2019-09-11T10:00:00,triage_review,Earth Ledger Project,REG-NDH-01011,Tembara Customs Coordination Unit,routine referral,case review,,,evidence_review,assigned,case assigned,PUB-2019-0033
RGE-000186,REG-2019-0032,corporate_transparency,2019-09-17T10:00:00,technical_review,Earth Ledger Project,REG-NDH-01011,Tembara Customs Coordination Unit,routine referral,case review,,,assigned,findings_review,technical review completed,PUB-2019-0033
RGE-000187,REG-2019-0032,corporate_transparency,2019-09-25T10:00:00,case_closed,Earth Ledger Project,REG-NDH-01011,Tembara Customs Coordination Unit,routine referral,case review,,,findings_review,closed,case closed without further action,PUB-2019-0033
RGE-000188,REG-2016-0033,environmental_complaint,2016-05-03T10:00:00,case_opened,Northstar Cold Chain Services,REG-TMB-01003,Avelora Food Standards Office,routine referral,case review,AVL-GRB,,new,open,case registered,
RGE-000189,REG-2016-0033,environmental_complaint,2016-05-05T10:00:00,evidence_received,Northstar Cold Chain Services,REG-TMB-01003,Avelora Food Standards Office,routine referral,case review,AVL-GRB,,open,evidence_review,records received,
RGE-000190,REG-2016-0033,environmental_complaint,2016-05-07T10:00:00,Triage_Review,Northstar Cold Chain Services,REG-TMB-01003,Avelora Food Standards Office,routine referral,case review,AVL-GRB,,evidence_review,assigned,case assigned,
RGE-000191,REG-2016-0033,environmental_complaint,2016-05-13T10:00:00,technical_review,Northstar Cold Chain Services,REG-TMB-01003,Avelora Food Standards Office,routine referral,case review,AVL-GRB,,assigned,findings_review,technical review completed,
RGE-000192,REG-2016-0033,environmental_complaint,2016-05-21T10:00:00,case_closed,Northstar Cold Chain Services,REG-TMB-01003,Avelora Food Standards Office,routine referral,case review,AVL-GRB,,findings_review,closed,case closed without further action,
RGE-000193,REG-2023-0034,shipment_inspection,2023-04-19T10:00:00,case_opened,Kintara Field Equipment Cooperative,REG-KNT-20006,Orison Medical Audit Board,routine referral,case review,,SHP-2024-00023,new,open,case registered,
RGE-000194,REG-2023-0034,shipment_inspection,2023-04-21T10:00:00,evidence_received,Kintara Field Equipment Cooperative,REG-KNT-20006,Orison Medical Audit Board,routine referral,case review,,SHP-2024-00023,open,evidence_review,records received,
RGE-000195,REG-2023-0034,shipment_inspection,2023-04-23T10:00:00,triage_review,Kintara Field Equipment Cooperative,REG-KNT-20006,Orison Medical Audit Board,routine referral,case review,,SHP-2024-00023,evidence_review,assigned,case assigned,
RGE-000196,REG-2023-0034,shipment_inspection,2023-04-26T10:00:00,inspection_scheduled,Kintara Field Equipment Cooperative,REG-KNT-20006,Orison Medical Audit Board,routine referral,case review,,SHP-2024-00023,assigned,inspection_pending,inspection scheduled,
RGE-000197,REG-2023-0034,shipment_inspection,2023-05-01T10:00:00,inspection_completed,Kintara Field Equipment Cooperative,REG-KNT-20006,Orison Medical Audit Board,routine referral,case review,,SHP-2024-00023,inspection_pending,findings_review,inspection completed,
RGE-000198,REG-2023-0034,shipment_inspection,2023-05-07T10:00:00,case_closed,Kintara Field Equipment Cooperative,REG-KNT-20006,Orison Medical Audit Board,routine referral,case review,,SHP-2024-00023,findings_review,closed,case closed without further action,
RGE-000199,REG-2022-0035,wildlife_inspection,2022-05-04T10:00:00,case_opened,Riverstone Waste Management,REG-AVL-20036,Valenne Public Procurement Authority,routine referral,case review,AVL-HTY,,new,open,case registered,PUB-2022-0036
RGE-000200,REG-2022-0035,wildlife_inspection,2022-05-06T10:00:00,evidence_received,Riverstone Waste Management,REG-AVL-20036,Valenne Public Procurement Authority,routine referral,case review,AVL-HTY,,open,evidence_review,records received,PUB-2022-0036
RGE-000201,REG-2022-0035,wildlife_inspection,2022-05-08T10:00:00,triage_review,Riverstone Waste Management,REG-AVL-20036,Valenne Public Procurement Authority,routine referral,case review,AVL-HTY,,evidence_review,assigned,case assigned,PUB-2022-0036
RGE-000202,REG-2022-0035,wildlife_inspection,2022-05-11T10:00:00,inspection_scheduled,Riverstone Waste Management,REG-AVL-20036,Valenne Public Procurement Authority,routine referral,case review,AVL-HTY,,assigned,inspection_pending,inspection scheduled,PUB-2022-0036
RGE-000203,REG-2022-0035,wildlife_inspection,2022-05-16T10:00:00,inspection_completed,Riverstone Waste Management,REG-AVL-20036,Valenne Public Procurement Authority,routine referral,case review,AVL-HTY,,inspection_pending,findings_review,inspection completed,PUB-2022-0036
RGE-000204,REG-2022-0035,wildlife_inspection,2022-05-19T10:00:00,finding_issued,Riverstone Waste Management,REG-AVL-20036,Valenne Public Procurement Authority,routine referral,case review,AVL-HTY,,findings_review,action_required,corrective action requested,PUB-2022-0036
RGE-000205,REG-2022-0035,wildlife_inspection,08-Jun-2022 10:00:00,case_closed,Riverstone Waste Management,REG-AVL-20036,Valenne Public Procurement Authority,routine referral,case review,AVL-HTY,,action_required,closed,corrective action accepted,PUB-2022-0036
RGE-000206,REG-2024-0036,procurement_review,2024-06-13T10:00:00,case_opened,Pollinator Justice Network,REG-AVL-01009,Avelora Food Standards Office,routine referral,case review,,,new,open,case registered,
RGE-000207,REG-2024-0036,procurement_review,2024-06-15T10:00:00,evidence_received,Pollinator Justice Network,REG-AVL-01009,Avelora Food Standards Office,routine referral,case review,,,open,evidence_review,records received,
RGE-000208,REG-2024-0036,procurement_review,2024-06-17T10:00:00,triage_review,Pollinator Justice Network,REG-AVL-01009,Avelora Food Standards Office,routine referral,case review,,,evidence_review,assigned,case assigned,
RGE-000209,REG-2024-0036,procurement_review,2024-06-23T10:00:00,technical_review,Pollinator Justice Network,REG-AVL-01009,Avelora Food Standards Office,routine referral,case review,,,assigned,findings_review,technical review completed,
RGE-000210,REG-2024-0036,procurement_review,2024-07-01T10:00:00,case_closed,Pollinator Justice Network,REG-AVL-01009,Avelora Food Standards Office,routine referral,case review,,,findings_review,closed,case closed without further action,
RGE-000211,REG-2025-0037,medical_audit,2025-05-12T10:00:00,case_opened,Amber Storage and Transit,REG-KNT-20032,Orison Medical Audit Board,routine referral,case review,,,new,open,case registered,
RGE-000212,REG-2025-0037,medical_audit,2025-05-14T10:00:00,evidence_received,Amber Storage and Transit,REG-KNT-20032,Orison Medical Audit Board,routine referral,case review,,,open,evidence_review,records received,
RGE-000213,REG-2025-0037,medical_audit,2025-05-16T10:00:00,triage_review,Amber Storage and Transit,REG-KNT-20032,Orison Medical Audit Board,routine referral,case review,,,evidence_review,assigned,case assigned,
RGE-000214,REG-2025-0037,medical_audit,2025-05-19T10:00:00,inspection_scheduled,Amber Storage and Transit,REG-KNT-20032,Orison Medical Audit Board,routine referral,case review,,,assigned,inspection_pending,inspection scheduled,
RGE-000215,REG-2025-0037,medical_audit,2025-05-24T10:00:00,inspection_completed,Amber Storage and Transit,REG-KNT-20032,Orison Medical Audit Board,routine referral,case review,,,inspection_pending,findings_review,inspection completed,
RGE-000216,REG-2025-0037,medical_audit,2025-05-30T10:00:00,case_closed,Amber Storage and Transit,REG-KNT-20032,Orison Medical Audit Board,routine referral,case review,,,findings_review,closed,case closed without further action,
RGE-000217,REG-2022-0038,corporate_transparency,2022-02-03T10:00:00,case_opened,Lantern Investigative Bureau,REG-VLN-01010,Valenne Public Procurement Authority,routine referral,case review,,,new,open,case registered,PUB-2022-0039
RGE-000218,REG-2022-0038,corporate_transparency,2022-02-05T10:00:00,evidence_received,Lantern Investigative Bureau,REG-VLN-01010,Valenne Public Procurement Authority,routine referral,case review,,,open,evidence_review,records received,PUB-2022-0039
RGE-000219,REG-2022-0038,corporate_transparency,2022-02-07T10:00:00,triage_review,Lantern Investigative Bureau,REG-VLN-01010,Valenne Public Procurement Authority,routine referral,case review,,,evidence_review,assigned,case assigned,PUB-2022-0039
RGE-000220,REG-2022-0038,corporate_transparency,2022-02-13T10:00:00,technical_review,Lantern Investigative Bureau,REG-VLN-01010,Valenne Public Procurement Authority,routine referral,case review,,,assigned,findings_review,technical review completed,PUB-2022-0039
RGE-000221,REG-2022-0038,corporate_transparency,2022-02-21T10:00:00,case_closed,Lantern Investigative Bureau,REG-VLN-01010,Valenne Public Procurement Authority,routine referral,case review,,,findings_review,closed,case closed without further action,PUB-2022-0039
RGE-000222,REG-2023-0039,environmental_complaint,2023-09-02T10:00:00,case_opened,Valenne Industrial Futures Council,REG-VLN-01005,Valenne Public Procurement Authority,routine referral,case review,AVL-KAR,,new,open,case registered,
RGE-000223,REG-2023-0039,environmental_complaint,2023-09-04T10:00:00,evidence_received,Valenne Industrial Futures Council,REG-VLN-01005,Valenne Public Procurement Authority,routine referral,case review,AVL-KAR,,open,evidence_review,records received,
RGE-000224,REG-2023-0039,environmental_complaint,2023-09-06T10:00:00,triage_review,Valenne Industrial Futures Council,REG-VLN-01005,Valenne Public Procurement Authority,routine referral,case review,AVL-KAR,,evidence_review,assigned,case assigned,
RGE-000225,REG-2023-0039,environmental_complaint,2023-09-12T10:00:00,technical_review,Valenne Industrial Futures Council,REG-VLN-01005,Valenne Public Procurement Authority,routine referral,case review,AVL-KAR,,assigned,findings_review,technical review completed,
RGE-000226,REG-2023-0039,environmental_complaint,2023-09-20T10:00:00,case_closed,Valenne Industrial Futures Council,REG-VLN-01005,Valenne Public Procurement Authority,routine referral,case review,AVL-KAR,,findings_review,closed,case closed without further action,
RGE-000227,REG-2024-0040,shipment_inspection,2024-10-11T10:00:00,case_opened,Riverstone Waste Management,REG-AVL-20036,Avelora Food Standards Office,routine referral,case review,,SHP-2023-00003,new,open,case registered,
RGE-000228,REG-2024-0040,shipment_inspection,2024-10-13T10:00:00,evidence_received,Riverstone Waste Management,REG-AVL-20036,Avelora Food Standards Office,routine referral,case review,,SHP-2023-00003,open,evidence_review,records received,
RGE-000229,REG-2024-0040,shipment_inspection,2024-10-15T10:00:00,triage_review,Riverstone Waste Management,REG-AVL-20036,Avelora Food Standards Office,routine referral,case review,,SHP-2023-00003,evidence_review,assigned,case assigned,
RGE-000230,REG-2024-0040,shipment_inspection,2024-10-18T10:00:00,inspection_scheduled,Riverstone Waste Management,REG-AVL-20036,Avelora Food Standards Office,routine referral,case review,,SHP-2023-00003,assigned,inspection_pending,inspection scheduled,
RGE-000231,REG-2024-0040,shipment_inspection,2024-10-23T10:00:00,inspection_completed,Riverstone Waste Management,REG-AVL-20036,Avelora Food Standards Office,routine referral,case review,,SHP-2023-00003,inspection_pending,findings_review,inspection completed,
RGE-000232,REG-2024-0040,shipment_inspection,2024-10-29T10:00:00,case_closed,Riverstone Waste Management,REG-AVL-20036,Avelora Food Standards Office,routine referral,case review,,SHP-2023-00003,findings_review,closed,case closed without further action,
RGE-000176,REG-2020-0030,procurement_review,2020-10-04T10:00:00,case_closed,Office of the Kintara Chancellor,,Nordhaven Maritime Safety Agency,routine referral,case review,,,findings_review,closed,case closed without further action,
