source_bundle,source_system_id,file_name,field_name,logical_type,key_role,description,example_value
SB04,SYS-LOG-MER,inventory_month_end.csv,unit,categorical_or_text,non_key,Unit.,sealed_lot
SB04,SYS-LOG-MER,inventory_month_end.csv,inventory_status,categorical_or_text,non_key,Inventory status.,closed
SB04,SYS-LOG-MER,erp_business_partners.csv,partner_code,identifier,primary_or_composite_key,ERP-local business-partner code.,BP-30001
SB04,SYS-LOG-MER,erp_business_partners.csv,partner_name,categorical_or_text,non_key,Partner name.,Marula Cold Store Cooperative
SB04,SYS-LOG-MER,erp_business_partners.csv,partner_role,categorical_or_text,non_key,Partner role.,supplier_customer
SB04,SYS-LOG-MER,erp_business_partners.csv,external_registration_number,identifier,non_key,External registration number.,REG-AVL-20012
SB04,SYS-LOG-MER,erp_business_partners.csv,billing_region,categorical_or_text,non_key,Billing region.,Avelora Federation
SB04,SYS-LOG-MER,erp_business_partners.csv,shipping_region,categorical_or_text,non_key,Shipping region.,Eastern Avelora Agricultural Cluster
SB04,SYS-LOG-MER,erp_business_partners.csv,default_currency,categorical_or_text,non_key,Default currency.,AVL
SB04,SYS-LOG-MER,erp_business_partners.csv,payment_terms,categorical_or_text,non_key,Payment terms.,NET45
SB04,SYS-LOG-MER,erp_business_partners.csv,partner_status,categorical_or_text,non_key,Partner status.,active
SB04,SYS-LOG-MER,erp_business_partners.csv,risk_class,categorical_or_text,non_key,Risk class.,review
SB04,SYS-LOG-MER,erp_business_partners.csv,onboarding_date,date_or_datetime,non_key,Onboarding date.,2001-02-01
SB04,SYS-LOG-MER,purchase_order_lines.csv,purchase_order_number,identifier,primary_or_composite_key,Purchase order number.,PO-2014-00001
SB04,SYS-LOG-MER,purchase_order_lines.csv,purchase_order_line,identifier,primary_or_composite_key,Purchase order line.,1
SB04,SYS-LOG-MER,purchase_order_lines.csv,order_date,date_or_datetime,non_key,Order date.,2014-06-24
SB04,SYS-LOG-MER,purchase_order_lines.csv,ordering_facility_code,identifier,non_key,Ordering facility code.,FCL-1007
SB04,SYS-LOG-MER,purchase_order_lines.csv,supplier_partner_code,identifier,non_key,Supplier partner code.,BP-30078
SB04,SYS-LOG-MER,purchase_order_lines.csv,item_code,identifier,non_key,Item code.,ITM-MED-001
SB04,SYS-LOG-MER,purchase_order_lines.csv,item_description,categorical_or_text,non_key,Item description.,General clinical consumable case
SB04,SYS-LOG-MER,purchase_order_lines.csv,item_category,categorical_or_text,non_key,Item category.,medical_consumables
SB04,SYS-LOG-MER,purchase_order_lines.csv,ordered_quantity,numeric,non_key,Ordered quantity.,73
SB04,SYS-LOG-MER,purchase_order_lines.csv,ordered_unit,categorical_or_text,non_key,Ordered unit.,case
SB04,SYS-LOG-MER,purchase_order_lines.csv,unit_price,numeric,non_key,Unit price.,157.85
SB04,SYS-LOG-MER,purchase_order_lines.csv,currency,categorical_or_text,non_key,Currency.,VLN
SB04,SYS-LOG-MER,purchase_order_lines.csv,requested_delivery_date,date_or_datetime,non_key,Requested delivery date.,2014-07-08
SB04,SYS-LOG-MER,purchase_order_lines.csv,authorization_class,categorical_or_text,non_key,Authorization class.,restricted
SB04,SYS-LOG-MER,purchase_order_lines.csv,declared_cost_center,categorical_or_text,non_key,Declared cost center.,Clinical Programmes
SB04,SYS-LOG-MER,purchase_order_lines.csv,order_status,categorical_or_text,non_key,Order status.,completed
SB04,SYS-LOG-MER,shipments.csv,shipment_number,identifier,primary_or_composite_key,Shipment number.,SHP-2014-00001
SB04,SYS-LOG-MER,shipments.csv,shipment_leg,identifier,primary_or_composite_key,Shipment leg.,1
SB04,SYS-LOG-MER,shipments.csv,dispatch_time,date_or_datetime,non_key,Dispatch time.,2014-07-10T09:00:00
SB04,SYS-LOG-MER,shipments.csv,arrival_time,date_or_datetime,non_key,Arrival time.,2014-07-11T03:00:00
SB04,SYS-LOG-MER,shipments.csv,sender_partner_code,identifier,non_key,Sender partner code.,BP-30078
SB04,SYS-LOG-MER,shipments.csv,receiver_partner_code,identifier,non_key,Receiver partner code.,BP-30021
SB04,SYS-LOG-MER,shipments.csv,origin_facility_code,identifier,non_key,Origin facility code.,FCL-1011
SB04,SYS-LOG-MER,shipments.csv,destination_facility_code,identifier,non_key,Destination facility code.,FCL-1007
SB04,SYS-LOG-MER,shipments.csv,carrier_partner_code,identifier,non_key,Carrier partner code.,BP-30047
SB04,SYS-LOG-MER,shipments.csv,item_category,categorical_or_text,non_key,Item category.,biological_sample
SB04,SYS-LOG-MER,shipments.csv,declared_quantity,numeric,non_key,Declared quantity.,2
SB04,SYS-LOG-MER,shipments.csv,declared_unit,categorical_or_text,non_key,Declared unit.,sealed_lot
SB04,SYS-LOG-MER,shipments.csv,temperature_control_class,categorical_or_text,non_key,Temperature control class.,2-8C
SB04,SYS-LOG-MER,shipments.csv,authorization_class,categorical_or_text,non_key,Authorization class.,expedited
SB04,SYS-LOG-MER,shipments.csv,declared_purpose,categorical_or_text,non_key,Declared purpose.,temperature-controlled clinical programme delivery
SB04,SYS-LOG-MER,shipments.csv,shipment_status,categorical_or_text,non_key,Shipment status.,delivered
SB02,SYS-CLN-DEV,cardiac_recordings.csv,recording_id,identifier,primary_or_composite_key,Source-local cardiac recording identifier.,CRD-410031
SB02,SYS-CLN-DEV,cardiac_recordings.csv,patient_number,identifier,non_key,Source-local patient identifier used within the clinical system.,PAT-31162
SB02,SYS-CLN-DEV,cardiac_recordings.csv,encounter_number,identifier,non_key,Source-local encounter identifier.,ENC-000004
SB02,SYS-CLN-DEV,cardiac_recordings.csv,recording_date,date_or_datetime,non_key,Recording date.,2022-06-21
SB02,SYS-CLN-DEV,cardiac_recordings.csv,recording_context,categorical_or_text,non_key,Recording context.,rest
SB02,SYS-CLN-DEV,cardiac_recordings.csv,facility_license_number,identifier,non_key,Facility license number.,FAC-VLN-101
SB02,SYS-CLN-DEV,cardiac_recordings.csv,reviewing_license_number,identifier,non_key,Reviewing license number.,LIC-VLN-RES-1016
SB02,SYS-CLN-DEV,cardiac_recordings.csv,device_serial_number,identifier,non_key,Device serial number.,DEV-CARD-07034
SB02,SYS-CLN-DEV,cardiac_recordings.csv,device_model,categorical_or_text,non_key,Device model.,Vantage Rhythm Monitor
SB02,SYS-CLN-DEV,cardiac_recordings.csv,sampling_rate_hz,numeric,non_key,Sampling rate hz.,100
SB02,SYS-CLN-DEV,cardiac_recordings.csv,sampling_interval_ms,numeric,non_key,Sampling interval ms.,10
SB02,SYS-CLN-DEV,cardiac_recordings.csv,duration_seconds,numeric,non_key,Duration seconds.,12.0
SB02,SYS-CLN-DEV,cardiac_recordings.csv,channel_count,numeric,non_key,Channel count.,2
SB02,SYS-CLN-DEV,cardiac_recordings.csv,sample_count,numeric,non_key,Sample count.,1200
SB02,SYS-CLN-DEV,cardiac_recordings.csv,amplitude_unit,categorical_or_text,non_key,Amplitude unit.,normalized_unit
SB02,SYS-CLN-DEV,cardiac_recordings.csv,automated_interpretation,categorical_or_text,non_key,Automated interpretation.,complex
SB02,SYS-CLN-DEV,cardiac_recordings.csv,recording_notes_code,identifier,non_key,Recording notes code.,rhythm_variability
SB02,SYS-CLN-DEV,cardiac_recordings.csv,device_quality,numeric,non_key,Device quality.,80.9
SB02,SYS-CLN-DEV,cardiac_recordings.csv,archive_status,categorical_or_text,non_key,Archive status.,finalized
SB02,SYS-CLN-DEV,cardiac_signal_samples.csv,recording_id,identifier,primary_or_composite_key,Source-local cardiac recording identifier.,CRD-410031
SB02,SYS-CLN-DEV,cardiac_signal_samples.csv,time_ms,identifier,primary_or_composite_key,Time ms.,0
SB02,SYS-CLN-DEV,cardiac_signal_samples.csv,channel_a_normalized,numeric,non_key,Channel a normalized.,-0.118963
SB02,SYS-CLN-DEV,cardiac_signal_samples.csv,channel_b_normalized,numeric,non_key,Channel b normalized.,-0.200416
SB06,SYS-DOC-CLN,clinical_notes.csv,document_id,identifier,primary_or_composite_key,Repository-local document identifier.,CLN-510027
SB06,SYS-DOC-CLN,clinical_notes.csv,patient_number,identifier,non_key,Source-local patient identifier used within the clinical system.,PAT-31065
SB06,SYS-DOC-CLN,clinical_notes.csv,encounter_number,identifier,non_key,Source-local encounter identifier.,ENC-000037
SB06,SYS-DOC-CLN,clinical_notes.csv,document_date,date_or_datetime,non_key,Document date.,2023-04-11
SB06,SYS-DOC-CLN,clinical_notes.csv,document_type,categorical_or_text,non_key,Document type.,imaging_report
SB06,SYS-DOC-CLN,clinical_notes.csv,author_license_number,identifier,non_key,Author license number.,LIC-VLN-MED-1003
SB06,SYS-DOC-CLN,clinical_notes.csv,facility_license_number,identifier,non_key,Facility license number.,FAC-VLN-101
SB06,SYS-DOC-CLN,clinical_notes.csv,title,categorical_or_text,non_key,Title.,Targeted Thoracic Imaging Review
SB06,SYS-DOC-CLN,clinical_notes.csv,text,long_text,non_key,Full document body as stored by the source repository.,"INDICATION
Review of recurrent discordance between peripheral pulse measurements and apical recordings in a restricted patient, with comparison to the prior rhythm study.

TECHNIQUE
Targeted thoracic ultrasound and synchronized surface recording were performed in two acoustic windows. Device quality was acceptable. The study was repeated after repositioning because the initial waveform contained motion artefact.

FINDINGS
Two spatially distinct zones of contractile motion are visible. The dominant left-sided source follows the peripheral pulse. A second, smaller source is consistently located inferior and medial to the first and produces a pulsatile sequence that is not fully phase-locked to the dominant cycle. During the repeat acquisition, the interval between the two sources varied while each source retained internal periodicity. The finding was reproduced in both windows and was not abolished by lead replacement.

There is no acute chamber dilatation, effusion, or evidence of device displacement. The study cannot determine whether the second motion represents an accessory contractile structure, an unusual vascular phenomenon, or a stable anatomical variant.

IMPRESSION
Reproducible dual cardiac structures are considered as an imaging differential because two contractile sources are spatially separated and partly independent in timing. This wording describes the observed pattern rather than a final anatomical conclusion. Correlation with the paired signal recording, prior imaging, and specialist review is recommended."
SB06,SYS-DOC-CLN,clinical_notes.csv,confidentiality_class,categorical_or_text,non_key,Confidentiality class.,restricted
SB06,SYS-DOC-CLN,clinical_notes.csv,superseded_document_id,identifier,non_key,Superseded document id.,
SB06,SYS-DOC-ECO,environmental_field_reports.csv,document_id,identifier,primary_or_composite_key,Repository-local document identifier.,EFR-510088
SB06,SYS-DOC-ECO,environmental_field_reports.csv,site_code,identifier,non_key,Source-local ecological monitoring-site code.,KNT-KES
SB06,SYS-DOC-ECO,environmental_field_reports.csv,document_date,date_or_datetime,non_key,Document date.,2024-04-02
SB06,SYS-DOC-ECO,environmental_field_reports.csv,document_type,categorical_or_text,non_key,Document type.,ecological_incident_report
SB06,SYS-DOC-ECO,environmental_field_reports.csv,author_name,categorical_or_text,non_key,Author name.,Anika Dren
SB06,SYS-DOC-ECO,environmental_field_reports.csv,author_organization,categorical_or_text,non_key,Author organization.,Horizon Field Research Cooperative
SB06,SYS-DOC-ECO,environmental_field_reports.csv,reporting_period,date_or_datetime,non_key,Reporting period.,2024-04
SB06,SYS-DOC-ECO,environmental_field_reports.csv,title,categorical_or_text,non_key,Title.,Post-Access Ecological Incident at KNT-KES
SB06,SYS-DOC-ECO,environmental_field_reports.csv,text,long_text,non_key,Full document body as stored by the source repository.,"INCIDENT
A post-access inspection was conducted at KNT-KES after the March access window. The acoustic station remained operational, but the subsequent survey recorded a marked reduction in *Eonycteris spelaea* activity compared with other environmentally similar months.

EVIDENCE
Device uptime was above ninety percent and the acoustic-quality record did not show a sustained fault. Weather interference was moderate and does not account for the full change. Visual inspection identified fresh handling marks near the secondary entrance, two short lengths of cut restraint material, and disturbed sediment along a route not used by the monitoring team. No dead animals were found. The access register confirms authorized equipment entry, although the declared purpose was routine monitoring maintenance.

IMMEDIATE ACTION
The entrance was photographed, the cut material was retained, and the station configuration was checked against the prior record. A repeat survey and a comparison with adjacent sites were requested. The access authority was asked to preserve the associated case file.

UNCERTAINTY
The observations are consistent with recent removal or handling activity, but they do not identify who conducted it or why. Seasonal movement, unrecorded disturbance, and temporary roost relocation remain alternatives. The report therefore records an unexplained post-access bat deficit with functioning devices and physical traces; it does not assign a covert operation or final use."
SB06,SYS-DOC-ECO,environmental_field_reports.csv,related_survey_id,identifier,non_key,Related survey id.,BAT-0000064
SB06,SYS-DOC-ECO,environmental_field_reports.csv,related_device_reference,identifier,non_key,Related device reference.,DEV-KNTKES-2
SB06,SYS-DOC-ECO,environmental_field_reports.csv,publication_status,categorical_or_text,non_key,Publication status.,restricted
SB06,SYS-DOC-INS,institutional_memos.csv,document_id,identifier,primary_or_composite_key,Repository-local document identifier.,MEM-510062
SB06,SYS-DOC-INS,institutional_memos.csv,document_date,date_or_datetime,non_key,Document date.,2024-04-30
SB06,SYS-DOC-INS,institutional_memos.csv,document_type,categorical_or_text,non_key,Document type.,inventory_explanation
SB06,SYS-DOC-INS,institutional_memos.csv,author_name,categorical_or_text,non_key,Author name.,Soren Kade
SB06,SYS-DOC-INS,institutional_memos.csv,author_organization,categorical_or_text,non_key,Author organization.,Meridian BioLogistics
SB06,SYS-DOC-INS,institutional_memos.csv,recipient_text,categorical_or_text,non_key,Recipient text.,Restricted operations and compliance group
SB06,SYS-DOC-INS,institutional_memos.csv,subject_line,categorical_or_text,non_key,Subject line.,April Biological-Unit Reconciliation
SB06,SYS-DOC-INS,institutional_memos.csv,text,long_text,non_key,Full document body as stored by the source repository.,"SUBJECT
Unresolved biological-unit imbalance following April inventory reconciliation.

CONTEXT
The monthly reconciliation reviewed receipts, declared internal use, documented waste, adjustments, and outbound records for the controlled biological-sample category. Adjustment ADJ-2022-00088 was included in the review. Unit conversions were checked against the current item master.

FINDINGS
The opening balance and posted receipts reconcile with the warehouse ledger. Declared internal use and waste are supported by signed records. The outbound register accounts for the listed shipments, but the calculated closing balance remains above the physical count. A recount by a second controller produced the same result. No temperature excursion or damaged-container report explains the difference.

The discrepancy is concentrated in sealed biological units handled under restricted authorization. Similar differences have occurred in earlier periods, although their direction and size vary. Ordinary causes such as delayed posting, split batches, unit conversion, and transfer between storage locations remain under review.

ACTION
Maintain the adjustment as provisional, suspend automatic closure of the period, and obtain the secure dispatch register for comparison. This memorandum establishes a material sink in the accounting sequence; it does not identify a destination, user, or purpose."
SB06,SYS-DOC-INS,institutional_memos.csv,related_purchase_order,categorical_or_text,non_key,Related purchase order.,PO-2022-00044
SB06,SYS-DOC-INS,institutional_memos.csv,related_shipment_number,identifier,non_key,Related shipment number.,SHP-2022-00011
SB06,SYS-DOC-INS,institutional_memos.csv,related_case_number,identifier,non_key,Related case number.,ACC-2019-0005
SB06,SYS-DOC-INS,institutional_memos.csv,visibility_level,categorical_or_text,non_key,Visibility level.,restricted
SB06,SYS-DOC-PUB,public_and_investigative_documents.csv,document_id,identifier,primary_or_composite_key,Repository-local document identifier.,PUB-510045
SB06,SYS-DOC-PUB,public_and_investigative_documents.csv,document_date,date_or_datetime,non_key,Document date.,2022-07-08
SB06,SYS-DOC-PUB,public_and_investigative_documents.csv,collection,categorical_or_text,non_key,Collection.,investigative_repository
SB06,SYS-DOC-PUB,public_and_investigative_documents.csv,document_type,categorical_or_text,non_key,Document type.,confidential_briefing
SB06,SYS-DOC-PUB,public_and_investigative_documents.csv,author_name,categorical_or_text,non_key,Author name.,Dr. Lysa Quen
SB06,SYS-DOC-PUB,public_and_investigative_documents.csv,author_organization,categorical_or_text,non_key,Author organization.,Orison Medical Audit Board
SB06,SYS-DOC-PUB,public_and_investigative_documents.csv,named_location,categorical_or_text,non_key,Named location.,Valenne Central District
SB06,SYS-DOC-PUB,public_and_investigative_documents.csv,title,categorical_or_text,non_key,Title.,Restricted Review of Recurrent Executive Health Interventions
SB06,SYS-DOC-PUB,public_and_investigative_documents.csv,text,long_text,non_key,Full document body as stored by the source repository.,"PURPOSE
This restricted briefing summarizes a small set of senior office-holders and corporate leaders who have received recurrent confidential health interventions through overlapping providers.

EVIDENCE REVIEWED
Appointment archives, professional licences, facility records, encounter dates, and restricted procedure summaries were compared. Eight individuals show repeated specialist attendance over several years. Their public roles differ, and no common diagnosis is recorded in the accessible files. The same limited group of clinicians and facilities appears more often than expected from the individuals' home regions and ordinary referral pathways. Several interventions occur shortly before a return to demanding public duties.

INTERPRETATION
The recurrence and provider overlap are supported findings. The purpose of the interventions is not stated in the public record. An elite-health programme, security-related continuity planning, or a private preventive-care arrangement remain plausible explanations. The available documents do not establish a biological mechanism, a contractual exchange, or a common political agenda.

OPTIONS
The review team may request billing and material-flow records, compare biological-age estimates with chronological age, and examine whether the same providers appear in unrelated logistics activity. Any disclosure should distinguish documented recurrence from inference about benefits or intent.

HANDLING
This note contains sensitive health and appointment information. Distribution is limited to the named review group. It must not be represented as a formal determination.

The comparison group included other leaders receiving ordinary executive health reviews. Those controls show isolated confidential visits and occasional shared providers, but not the same combination of recurrence, biological-age divergence, and tightly clustered specialist facilities. This difference is analytically useful, although selection bias and incomplete private-care data could exaggerate it."
SB06,SYS-DOC-PUB,public_and_investigative_documents.csv,public_or_restricted,categorical_or_text,non_key,Public or restricted.,restricted
SB06,SYS-DOC-PUB,public_and_investigative_documents.csv,source_reference,identifier,non_key,Source reference.,ARC-2022-0103
