orchard_survey_id,site_code,survey_period,orchard_area_ha,durian_flower_density,fruit_set_rate_pct,durian_yield_kg,other_pollinator_activity,fertilizer_use_index,irrigation_level,agricultural_disturbance_note
ORC-0000261,AVL-TRP,2021-03-01,54.7,69.1,54.9,55972.6,79.3,34.4,56.8,
ORC-0000262,AVL-TRP,2021-04-01,54.7,99.8,52.3,55660.4,38.8,44.7,29.6,
ORC-0000263,AVL-TRP,2021-05-01,54.7,100.0,73.4,79442.1,64.2,40.0,34.0,
ORC-0000264,AVL-TRP,2021-06-01,54.7,90.6,64.1,62940.2,53.9,48.3,44.5,
ORC-0000265,AVL-TRP,2021-07-01,54.7,98.0,66.5,71172.9,70.1,24.3,33.4,
ORC-0000266,AVL-TRP,2021-08-01,54.7,48.9,48.3,49131.4,51.9,40.1,37.0,
ORC-0000267,AVL-TRP,2021-09-01,54.7,77.2,43.1,42220.3,55.0,40.3,44.1,
ORC-0000268,AVL-TRP,2021-10-01,54.7,62.0,52.2,56248.0,53.6,35.0,28.7,
ORC-0000269,AVL-TRP,2021-11-01,54.7,64.5,65.0,66596.5,62.6,38.9,21.8,
ORC-0000270,AVL-TRP,2021-12-01,54.7,56.3,56.8,60813.3,61.8,48.4,38.0,
ORC-0000271,AVL-TRP,2022-01-01,54.7,49.4,42.6,51486.7,50.8,26.5,42.7,
ORC-0000272,AVL-TRP,2022-02-01,54.7,35.8,53.3,56796.0,47.7,46.7,40.1,
ORC-0000273,AVL-TRP,2022-03-01,54.7,70.8,49.6,54260.0,45.1,48.7,36.7,
ORC-0000274,AVL-TRP,2022-04-01,54.7,96.2,58.8,62881.7,56.8,36.0,35.7,
ORC-0000275,AVL-TRP,2022-05-01,54.7,95.0,58.2,58889.6,65.7,28.0,40.1,
ORC-0000276,AVL-TRP,2022-06-01,54.7,100.0,73.3,74029.7,61.5,30.7,25.2,
ORC-0000277,AVL-TRP,2022-07-01,54.7,90.8,70.1,70742.4,55.6,47.6,38.1,
ORC-0000278,AVL-TRP,2022-08-01,54.7,57.6,51.3,54413.0,63.3,52.5,39.7,
ORC-0000279,AVL-TRP,2022-09-01,54.7,65.5,65.7,65967.5,63.0,35.3,35.7,
ORC-0000280,AVL-TRP,2022-10-01,54.7,60.7,49.2,49843.6,62.9,40.6,40.7,
ORC-0000281,AVL-TRP,2022-11-01,54.7,56.6,43.5,39788.0,60.1,27.3,36.1,
ORC-0000282,AVL-TRP,2022-12-01,54.7,37.7,37.1,38172.3,41.9,34.7,31.1,
ORC-0000283,AVL-TRP,2023-01-01,54.7,45.0,43.1,49157.0,41.1,40.0,42.3,
ORC-0000284,AVL-TRP,2023-02-01,54.7,53.1,57.1,61853.6,57.4,36.2,47.1,
ORC-0000285,AVL-TRP,2023-03-01,54.7,66.6,57.8,57505.9,64.9,31.4,33.4,
ORC-0000286,AVL-TRP,2023-04-01,54.7,86.3,66.3,73915.9,56.7,26.5,55.7,
ORC-0000287,AVL-TRP,2023-05-01,54.7,100.0,66.7,74666.7,56.8,52.8,40.0,
ORC-0000288,AVL-TRP,2023-06-01,54.7,100.0,64.0,70597.5,56.5,31.5,46.0,
ORC-0000289,AVL-TRP,2023-07-01,54.7,98.0,70.8,82196.5,63.2,55.0,41.8,
ORC-0000290,AVL-TRP,2023-08-01,54.7,63.4,56.3,55438.3,68.8,26.9,50.2,
ORC-0000291,AVL-TRP,2023-09-01,54.7,62.5,50.8,49184.6,61.1,35.0,47.6,
ORC-0000292,AVL-TRP,2023-10-01,54.7,68.3,57.1,61298.5,56.4,42.1,26.6,
ORC-0000293,AVL-TRP,2023-11-01,54.7,38.9,46.5,52280.0,44.2,31.0,42.0,
ORC-0000294,AVL-TRP,2023-12-01,54.7,58.4,41.3,51131.3,48.4,29.4,40.2,
ORC-0000295,AVL-TRP,2024-01-01,54.7,45.0,45.5,52921.2,74.3,49.0,30.4,
ORC-0000296,AVL-TRP,2024-02-01,54.7,38.5,43.4,45031.0,50.2,41.6,35.5,
ORC-0000297,AVL-TRP,2024-03-01,54.7,69.8,55.6,64711.4,58.6,40.1,39.0,
ORC-0000298,AVL-TRP,2024-04-01,54.7,97.3,62.8,66780.9,57.2,39.2,34.9,
ORC-0000299,AVL-TRP,2024-05-01,54.7,95.7,53.5,54747.2,54.2,43.3,52.5,
ORC-0000300,AVL-TRP,2024-06-01,54.7,100.0,61.7,69256.6,56.8,56.0,31.3,
ORC-0000301,AVL-TRP,2024-07-01,54.7,85.1,59.7,69154.5,67.5,11.9,40.5,
ORC-0000302,AVL-TRP,2024-08-01,54.7,65.1,48.7,48435.8,60.5,29.4,38.4,
ORC-0000303,AVL-TRP,2024-09-01,54.7,75.4,51.4,56474.0,58.3,30.2,45.4,
ORC-0000304,AVL-TRP,2024-10-01,54.7,45.5,42.3,38039.8,63.7,56.0,31.9,
ORC-0000305,AVL-TRP,2024-11-01,54.7,57.4,58.7,63330.8,58.2,38.1,50.6,
ORC-0000306,AVL-TRP,2024-12-01,54.7,50.7,55.7,61273.9,56.7,46.7,47.6,
ORC-0000307,AVL-TRP,2025-01-01,54.7,44.1,50.7,51024.2,45.3,36.0,39.2,
ORC-0000308,AVL-TRP,2025-02-01,54.7,35.0,49.9,51206.8,57.9,46.2,35.7,
ORC-0000309,AVL-TRP,2025-03-01,54.7,63.1,51.2,51145.3,72.3,60.6,47.4,
ORC-0000310,AVL-TRP,2025-04-01,54.7,83.5,59.7,58553.9,61.5,27.3,49.3,
ORC-0000311,AVL-TRP,2025-05-01,54.7,100.0,69.4,74056.3,66.1,43.4,34.2,
ORC-0000312,AVL-TRP,2025-06-01,54.7,100.0,66.8,74965.7,52.5,54.7,48.5,
ORC-0000313,AVL-NFR,2019-01-01,24.4,48.8,46.9,23243.0,54.2,18.9,26.5,
ORC-0000314,AVL-NFR,2019-02-01,24.4,35.2,46.6,22221.6,62.5,24.1,44.5,
ORC-0000315,AVL-NFR,2019-03-01,24.4,62.8,47.5,25946.1,53.4,38.9,52.5,
ORC-0000316,AVL-NFR,2019-04-01,24.4,90.3,51.6,26912.4,45.6,45.5,49.6,
ORC-0000317,AVL-NFR,2019-05-01,24.4,91.7,53.9,26060.5,56.8,42.4,32.7,
ORC-0000318,AVL-NFR,2019-06-01,24.4,91.3,59.6,27838.9,71.0,44.6,43.3,
ORC-0000319,AVL-NFR,2019-07-01,24.4,69.4,50.6,23671.6,45.7,37.8,29.8,
ORC-0000320,AVL-NFR,2019-08-01,24.4,49.4,45.2,17963.7,61.1,55.0,49.8,
ORC-0000321,AVL-NFR,2019-09-01,24.4,53.1,49.0,19686.4,54.3,46.7,39.4,
ORC-0000322,AVL-NFR,2019-10-01,24.4,56.3,47.3,21416.5,57.2,50.6,30.2,storm-related flower loss
ORC-0000323,AVL-NFR,2019-11-01,24.4,46.0,47.9,23737.5,55.6,34.0,35.6,
ORC-0000324,AVL-NFR,2019-12-01,24.4,47.8,43.8,21944.2,57.9,56.0,43.0,
ORC-0000325,AVL-NFR,2020-01-01,24.4,46.3,48.1,19702.7,48.6,39.1,44.8,
ORC-0000326,AVL-NFR,2020-02-01,24.4,43.4,46.0,19572.7,49.8,34.7,33.1,
ORC-0000327,AVL-NFR,2020-03-01,24.4,51.9,49.1,23626.1,64.8,34.6,54.0,
ORC-0000328,AVL-NFR,2020-04-01,24.4,76.6,41.8,19985.9,50.8,22.6,50.9,
ORC-0000329,AVL-NFR,2020-05-01,24.4,100.0,56.0,27534.8,56.1,34.6,32.8,
ORC-0000330,AVL-NFR,2020-06-01,24.4,82.7,51.6,22092.9,47.0,33.3,38.5,
ORC-0000331,AVL-NFR,2020-07-01,24.4,71.6,48.8,23272.9,51.9,19.2,42.8,
ORC-0000332,AVL-NFR,2020-08-01,24.4,61.5,41.8,18044.0,56.5,46.8,31.2,
ORC-0000333,AVL-NFR,2020-09-01,24.4,64.4,49.6,23616.9,56.4,42.2,51.3,
ORC-0000334,AVL-NFR,2020-10-01,24.4,58.7,44.0,20430.7,55.5,15.8,38.1,
ORC-0000335,AVL-NFR,2020-11-01,24.4,46.2,44.5,21285.8,64.0,18.9,26.5,
ORC-0000336,AVL-NFR,2020-12-01,24.4,51.1,38.6,19354.2,33.0,56.9,33.6,
ORC-0000337,AVL-NFR,2021-01-01,24.4,34.8,40.7,18376.5,50.3,39.9,47.9,
ORC-0000338,AVL-NFR,2021-02-01,24.4,30.6,46.7,22112.3,58.3,28.5,44.0,
ORC-0000339,AVL-NFR,2021-03-01,24.4,49.2,48.1,22426.8,49.1,48.7,46.5,
ORC-0000340,AVL-NFR,2021-04-01,24.4,98.0,60.7,26698.6,41.4,35.3,51.3,
ORC-0000341,AVL-NFR,2021-05-01,24.4,98.5,59.4,27194.3,48.9,25.9,36.5,
ORC-0000342,AVL-NFR,2021-06-01,24.4,100.0,70.5,32560.4,61.0,53.4,40.1,
ORC-0000343,AVL-NFR,2021-07-01,24.4,70.8,49.7,24542.8,50.7,35.3,39.0,
ORC-0000344,AVL-NFR,2021-08-01,24.4,41.2,45.7,25626.6,67.1,48.5,43.8,
ORC-0000345,AVL-NFR,2021-09-01,24.4,56.0,49.0,22001.5,46.8,45.9,24.5,
ORC-0000346,AVL-NFR,2021-10-01,24.4,58.6,53.5,23701.5,53.5,40.7,29.2,
ORC-0000347,AVL-NFR,2021-11-01,24.4,50.6,49.0,23494.6,61.5,41.5,43.6,
ORC-0000348,AVL-NFR,2021-12-01,24.4,39.2,43.7,21055.9,54.4,27.7,40.2,
ORC-0000349,AVL-NFR,2022-01-01,24.4,31.0,44.9,15440.0,58.2,44.0,40.3,
ORC-0000350,AVL-NFR,2022-02-01,24.4,38.9,50.3,26531.9,50.6,27.5,55.4,
ORC-0000351,AVL-NFR,2022-03-01,24.4,52.7,42.2,16714.1,53.4,30.1,40.3,
ORC-0000352,AVL-NFR,2022-04-01,24.4,85.4,58.3,25337.9,62.7,33.5,44.5,
ORC-0000353,AVL-NFR,2022-05-01,24.4,100.0,53.8,26439.6,49.7,12.8,27.1,
ORC-0000354,AVL-NFR,2022-06-01,24.4,100.0,67.5,30825.8,56.7,33.5,40.2,
ORC-0000355,AVL-NFR,2022-07-01,24.4,71.7,58.4,24532.9,58.3,36.9,34.4,
ORC-0000356,AVL-NFR,2022-08-01,24.4,69.3,49.6,29601.9,57.8,27.7,41.8,
ORC-0000357,AVL-NFR,2022-09-01,24.4,52.7,54.4,25152.6,48.3,33.4,42.9,
ORC-0000358,AVL-NFR,2022-10-01,24.4,53.5,46.7,21383.3,50.2,34.1,26.1,
ORC-0000359,AVL-NFR,2022-11-01,24.4,59.9,41.3,17754.2,52.6,35.2,40.9,
ORC-0000360,AVL-NFR,2022-12-01,24.4,49.5,54.2,27970.1,65.7,24.7,29.4,
ORC-0000361,AVL-NFR,2023-01-01,24.4,36.1,44.0,21036.9,54.0,17.2,43.3,
ORC-0000362,AVL-NFR,2023-02-01,24.4,28.8,34.0,14979.3,40.9,35.0,32.7,
ORC-0000363,AVL-NFR,2023-03-01,24.4,55.0,49.9,27161.2,56.2,59.7,45.7,
ORC-0000364,AVL-NFR,2023-04-01,24.4,84.4,55.6,28843.9,54.9,50.2,56.6,
ORC-0000365,AVL-NFR,2023-05-01,24.4,88.1,60.2,26365.0,60.5,32.5,36.4,
ORC-0000366,AVL-NFR,2023-06-01,24.4,85.9,59.6,28103.6,63.8,65.6,47.2,
ORC-0000367,AVL-NFR,2023-07-01,24.4,73.9,45.9,23726.9,51.4,28.4,32.0,
ORC-0000368,AVL-NFR,2023-08-01,24.4,54.0,52.8,25518.7,49.4,38.6,25.9,
ORC-0000369,AVL-NFR,2023-09-01,24.4,64.9,59.8,29354.4,62.9,24.8,31.3,
ORC-0000370,AVL-NFR,2023-10-01,24.4,48.6,47.0,20044.2,44.9,53.4,42.5,
ORC-0000371,AVL-NFR,2023-11-01,24.4,46.1,48.7,27113.3,55.0,37.9,37.8,
ORC-0000372,AVL-NFR,2023-12-01,24.4,50.7,48.0,23274.4,65.0,35.0,27.8,
ORC-0000373,AVL-NFR,2024-01-01,24.4,32.1,39.5,21369.6,51.1,41.0,41.8,
ORC-0000374,AVL-NFR,2024-02-01,24.4,33.9,53.9,26952.5,58.1,25.7,45.2,
ORC-0000375,AVL-NFR,2024-03-01,24.4,65.0,54.3,29890.0,48.4,49.3,35.2,
ORC-0000376,AVL-NFR,2024-04-01,24.4,73.1,62.1,27475.9,55.8,63.7,59.0,
ORC-0000377,AVL-NFR,2024-05-01,24.4,100.0,59.1,30542.8,62.1,56.0,49.3,
ORC-0000378,AVL-NFR,2024-06-01,24.4,100.0,68.3,34459.2,59.8,44.1,40.5,
ORC-0000379,AVL-NFR,2024-07-01,24.4,76.4,57.4,25915.5,57.3,43.8,30.1,
ORC-0000380,AVL-NFR,2024-08-01,24.4,61.8,43.9,19195.9,47.3,70.0,27.8,
ORC-0000381,AVL-NFR,2024-09-01,24.4,33.7,40.8,20959.2,68.1,41.2,43.1,
ORC-0000382,AVL-NFR,2024-10-01,24.4,48.6,53.0,21462.8,52.1,48.2,36.3,
ORC-0000383,AVL-NFR,2024-11-01,24.4,49.5,47.3,22755.5,60.6,25.8,48.5,
ORC-0000384,AVL-NFR,2024-12-01,24.4,42.5,34.5,16896.8,43.4,44.4,48.9,
ORC-0000385,AVL-NFR,2025-01-01,24.4,41.1,47.7,18303.9,68.9,28.2,22.0,
ORC-0000386,AVL-NFR,2025-02-01,24.4,37.5,41.7,20282.8,33.5,41.1,45.1,
ORC-0000387,AVL-NFR,2025-03-01,24.4,70.3,52.5,26683.4,58.9,26.5,31.4,
ORC-0000388,AVL-NFR,2025-04-01,24.4,86.0,52.7,26425.3,54.3,42.5,41.0,
ORC-0000389,AVL-NFR,2025-05-01,24.4,92.8,54.4,26483.6,45.6,48.2,33.1,
ORC-0000390,AVL-NFR,2025-06-01,24.4,100.0,72.7,34616.0,67.2,49.0,38.0,
ORC-0000391,AVL-GRB,2019-01-01,54.4,35.7,31.3,21367.4,56.5,19.5,30.4,
ORC-0000392,AVL-GRB,2019-02-01,54.4,25.9,31.8,34542.2,29.3,51.4,54.7,
ORC-0000393,AVL-GRB,2019-03-01,54.4,79.0,52.1,53352.2,59.0,27.4,44.3,
ORC-0000394,AVL-GRB,2019-04-01,54.4,78.1,48.5,50115.0,48.1,46.9,37.4,
ORC-0000395,AVL-GRB,2019-05-01,54.4,88.1,53.6,68200.9,46.6,46.7,42.9,
ORC-0000396,AVL-GRB,2019-06-01,54.4,97.5,61.4,63263.5,47.0,44.4,36.9,
ORC-0000397,AVL-GRB,2019-07-01,54.4,72.0,41.4,42255.4,40.4,49.6,31.5,
ORC-0000398,AVL-GRB,2019-08-01,54.4,50.8,50.7,62402.0,56.9,28.4,35.3,
ORC-0000399,AVL-GRB,2019-09-01,54.4,71.2,47.9,48441.9,45.2,45.0,43.8,
ORC-0000400,AVL-GRB,2019-10-01,54.4,57.1,52.1,54056.2,48.0,45.5,45.0,
ORC-0000401,AVL-GRB,2019-11-01,54.4,54.0,50.7,49560.4,56.2,40.3,44.3,
ORC-0000402,AVL-GRB,2019-12-01,54.4,47.7,47.7,46956.8,49.5,32.8,31.2,
ORC-0000403,AVL-GRB,2020-01-01,54.4,37.9,41.3,44277.9,47.4,39.4,31.1,
ORC-0000404,AVL-GRB,2020-02-01,54.4,36.3,30.3,36432.5,45.8,42.4,35.0,
ORC-0000405,AVL-GRB,2020-03-01,54.4,57.7,44.2,51464.7,48.0,44.5,71.4,
ORC-0000406,AVL-GRB,2020-04-01,54.4,94.9,54.0,53340.8,53.9,52.5,38.4,
ORC-0000407,AVL-GRB,2020-05-01,54.4,100.0,53.1,55799.8,45.3,69.1,23.3,
ORC-0000408,AVL-GRB,2020-06-01,54.4,98.0,57.5,52015.1,51.0,23.3,26.5,
ORC-0000409,AVL-GRB,2020-07-01,54.4,74.9,53.8,54025.0,57.1,40.9,35.5,
ORC-0000410,AVL-GRB,2020-08-01,54.4,55.6,47.7,49286.9,55.2,33.9,30.9,
ORC-0000411,AVL-GRB,2020-09-01,54.4,65.6,42.8,43049.2,53.5,53.6,31.1,
ORC-0000412,AVL-GRB,2020-10-01,54.4,54.3,57.9,62188.1,55.2,37.7,34.2,
ORC-0000413,AVL-GRB,2020-11-01,54.4,49.4,54.3,52993.4,60.4,18.9,43.9,
ORC-0000414,AVL-GRB,2020-12-01,54.4,36.9,38.9,36562.4,69.8,24.3,38.6,
ORC-0000415,AVL-GRB,2021-01-01,54.4,36.3,46.4,43225.1,52.4,46.4,25.4,
ORC-0000416,AVL-GRB,2021-02-01,54.4,40.3,46.3,44146.8,54.6,38.9,37.3,
ORC-0000417,AVL-GRB,2021-03-01,54.4,55.7,48.0,50620.1,62.3,67.7,34.6,
ORC-0000418,AVL-GRB,2021-04-01,54.4,80.0,49.8,59241.0,37.9,27.6,26.7,
ORC-0000419,AVL-GRB,2021-05-01,54.4,97.2,52.3,47404.2,54.8,47.1,37.5,
ORC-0000420,AVL-GRB,2021-06-01,54.4,100.0,55.1,66928.0,41.2,51.5,40.4,
ORC-0000421,AVL-GRB,2021-07-01,54.4,74.0,44.9,40919.9,50.3,24.5,32.7,
ORC-0000422,AVL-GRB,2021-08-01,54.4,46.0,42.5,45425.1,40.8,31.4,42.4,
ORC-0000423,AVL-GRB,2021-09-01,54.4,57.4,44.7,45001.4,43.8,40.5,45.2,storm-related flower loss
ORC-0000424,AVL-GRB,2021-10-01,54.4,54.4,36.1,38353.4,38.3,46.1,34.4,
ORC-0000425,AVL-GRB,2021-11-01,54.4,58.8,45.3,50240.5,50.9,46.8,37.1,
ORC-0000426,AVL-GRB,2021-12-01,54.4,38.1,33.6,40283.5,38.2,22.2,52.4,
ORC-0000427,AVL-GRB,2022-01-01,54.4,39.1,39.7,36897.5,49.4,31.9,41.4,
ORC-0000428,AVL-GRB,2022-02-01,54.4,37.4,47.2,50810.3,63.6,57.0,34.0,
ORC-0000429,AVL-GRB,2022-03-01,54.4,60.7,44.3,42485.4,45.5,44.1,50.4,
ORC-0000430,AVL-GRB,2022-04-01,54.4,87.4,53.7,51881.5,51.8,53.5,29.8,
ORC-0000431,AVL-GRB,2022-05-01,54.4,100.0,54.7,54873.9,54.4,41.1,35.6,
ORC-0000432,AVL-GRB,2022-06-01,54.4,85.4,69.1,76523.1,68.7,30.0,43.8,
ORC-0000433,AVL-GRB,2022-07-01,54.4,82.1,43.1,40080.1,48.4,30.6,36.2,
ORC-0000434,AVL-GRB,2022-08-01,54.4,68.0,48.5,49207.8,50.4,36.3,37.3,
ORC-0000435,AVL-GRB,2022-09-01,54.4,62.3,39.3,40405.1,48.4,44.1,42.8,
ORC-0000436,AVL-GRB,2022-10-01,54.4,54.9,45.3,46609.2,54.8,30.0,40.1,
ORC-0000437,AVL-GRB,2022-11-01,54.4,44.3,43.9,47924.8,59.5,41.6,41.9,
ORC-0000438,AVL-GRB,2022-12-01,54.4,45.6,40.0,41562.5,47.7,36.0,45.5,
ORC-0000439,AVL-GRB,2023-01-01,54.4,51.5,36.1,37122.3,57.8,47.3,56.4,
ORC-0000440,AVL-GRB,2023-02-01,54.4,23.7,28.4,36052.8,27.9,50.4,45.1,
ORC-0000441,AVL-GRB,2023-03-01,54.4,66.7,44.5,53012.5,48.2,30.5,39.8,
ORC-0000442,AVL-GRB,2023-04-01,54.4,79.8,53.2,54270.0,55.8,56.5,39.5,
ORC-0000443,AVL-GRB,2023-05-01,54.4,91.1,52.3,61051.4,51.2,45.9,35.2,
ORC-0000444,AVL-GRB,2023-06-01,54.4,94.1,52.2,56963.0,43.3,37.0,31.7,
ORC-0000445,AVL-GRB,2023-07-01,54.4,79.6,54.6,61075.8,54.3,43.4,32.1,
ORC-0000446,AVL-GRB,2023-08-01,54.4,40.9,49.4,51895.2,58.7,43.2,44.4,
ORC-0000447,AVL-GRB,2023-09-01,54.4,50.4,51.0,56234.1,52.5,34.5,36.0,
ORC-0000448,AVL-GRB,2023-10-01,54.4,48.1,43.3,42789.4,41.6,56.8,23.3,
ORC-0000449,AVL-GRB,2023-11-01,54.4,40.9,28.7,30795.1,40.6,39.0,30.0,
ORC-0000450,AVL-GRB,2023-12-01,54.4,51.0,36.3,41052.0,48.1,34.8,40.3,
ORC-0000451,AVL-GRB,2024-01-01,54.4,35.6,41.4,41047.8,36.7,44.0,38.8,
ORC-0000452,AVL-GRB,2024-02-01,54.4,42.6,39.3,43375.1,54.7,30.3,33.2,
ORC-0000453,AVL-GRB,2024-03-01,54.4,55.2,43.1,41754.5,39.3,38.0,55.9,
ORC-0000454,AVL-GRB,2024-04-01,54.4,74.5,54.4,54682.5,37.8,37.8,42.1,
ORC-0000455,AVL-GRB,2024-05-01,54.4,88.5,54.9,55807.6,60.6,30.7,53.6,elevated pesticide application
ORC-0000456,AVL-GRB,2024-06-01,54.4,96.5,54.5,58283.5,53.0,49.5,53.0,
ORC-0000457,AVL-GRB,2024-07-01,54.4,70.9,52.0,55933.2,59.3,35.6,33.3,
ORC-0000458,AVL-GRB,2024-08-01,54.4,67.5,52.1,53461.0,47.8,43.3,45.9,
ORC-0000459,AVL-GRB,2024-09-01,54.4,60.0,53.0,51984.7,51.9,56.3,44.2,
ORC-0000460,AVL-GRB,2024-10-01,54.4,46.5,36.5,37432.8,42.7,11.2,42.5,
ORC-0000461,AVL-GRB,2024-11-01,54.4,43.1,51.8,47459.6,53.0,34.8,24.0,
ORC-0000462,AVL-GRB,2024-12-01,54.4,29.9,34.5,44313.1,44.0,43.5,46.5,
ORC-0000463,AVL-GRB,2025-01-01,54.4,36.5,31.0,28749.2,45.2,11.2,27.3,
ORC-0000464,AVL-GRB,2025-02-01,54.4,26.1,37.6,40275.6,35.2,40.4,46.9,
ORC-0000465,AVL-GRB,2025-03-01,54.4,71.9,52.6,53809.0,46.6,20.9,35.8,
ORC-0000466,AVL-GRB,2025-04-01,54.4,80.5,56.6,59493.6,56.3,46.1,40.8,
ORC-0000467,AVL-GRB,2025-05-01,54.4,97.8,54.5,64542.8,53.5,24.5,44.2,
ORC-0000468,AVL-GRB,2025-06-01,54.4,100.0,62.9,64159.6,59.7,48.6,43.8,
ORC-0000469,AVL-ECJ,2019-01-01,60.9,27.6,42.6,50637.5,62.2,27.2,44.1,
ORC-0000470,AVL-ECJ,2019-02-01,60.9,40.5,42.4,56808.4,65.9,46.2,36.6,
ORC-0000471,AVL-ECJ,2019-03-01,60.9,76.5,55.6,71778.8,51.3,29.4,38.2,
ORC-0000472,AVL-ECJ,2019-04-01,60.9,88.9,66.5,82441.2,65.3,51.0,51.3,
ORC-0000473,AVL-ECJ,2019-05-01,60.9,99.3,67.6,75146.2,54.2,47.1,42.1,
ORC-0000474,AVL-ECJ,2019-06-01,60.9,98.4,68.6,70535.3,60.0,35.6,42.8,
ORC-0000475,AVL-ECJ,2019-07-01,60.9,84.4,63.3,71736.5,55.5,48.3,38.1,
ORC-0000476,AVL-ECJ,2019-08-01,60.9,61.6,53.6,54560.3,66.7,44.7,25.8,
ORC-0000477,AVL-ECJ,2019-09-01,60.9,51.6,63.0,69661.0,66.8,45.3,41.4,
ORC-0000478,AVL-ECJ,2019-10-01,60.9,53.9,49.3,49985.7,71.5,32.9,45.6,
ORC-0000479,AVL-ECJ,2019-11-01,60.9,42.6,55.4,62706.7,69.1,42.9,40.6,
ORC-0000480,AVL-ECJ,2019-12-01,60.9,30.1,45.5,57590.4,62.7,54.0,37.0,
ORC-0000481,AVL-ECJ,2020-01-01,60.9,34.0,45.1,55019.7,71.4,13.2,41.9,
ORC-0000482,AVL-ECJ,2020-02-01,60.9,38.5,52.4,63828.8,53.9,38.3,47.9,
ORC-0000483,AVL-ECJ,2020-03-01,60.9,70.0,51.1,59411.0,55.3,28.4,44.8,
ORC-0000484,AVL-ECJ,2020-04-01,60.9,71.4,55.8,64620.4,43.3,31.1,24.4,
ORC-0000485,AVL-ECJ,2020-05-01,60.9,92.0,55.8,63539.2,58.7,31.7,32.6,
ORC-0000486,AVL-ECJ,2020-06-01,60.9,100.0,57.7,68100.0,51.8,24.4,35.3,
ORC-0000487,AVL-ECJ,2020-07-01,60.9,84.2,58.0,66663.3,63.3,28.0,40.2,
ORC-0000488,AVL-ECJ,2020-08-01,60.9,46.5,47.8,57102.9,58.7,25.2,50.2,
ORC-0000489,AVL-ECJ,2020-09-01,60.9,59.5,51.1,64412.2,62.6,52.2,32.2,
ORC-0000490,AVL-ECJ,2020-10-01,60.9,38.8,40.5,50165.2,61.4,33.0,39.0,
ORC-0000491,AVL-ECJ,2020-11-01,60.9,40.3,52.2,63290.0,62.3,51.5,41.1,
ORC-0000492,AVL-ECJ,2020-12-01,60.9,58.1,48.6,60349.5,50.2,55.2,47.1,
ORC-0000493,AVL-ECJ,2021-01-01,60.9,41.9,51.2,67214.4,66.1,37.9,27.1,
ORC-0000494,AVL-ECJ,2021-02-01,60.9,41.0,45.5,51971.7,57.2,41.3,33.2,
ORC-0000495,AVL-ECJ,2021-03-01,60.9,61.8,47.2,58708.9,61.8,51.9,37.0,
ORC-0000496,AVL-ECJ,2021-04-01,60.9,73.0,49.0,60336.2,60.9,37.9,51.6,
ORC-0000497,AVL-ECJ,2021-05-01,60.9,87.3,48.0,56943.5,39.2,36.7,41.3,
ORC-0000498,AVL-ECJ,2021-06-01,60.9,95.3,71.8,85229.5,70.7,32.9,51.1,
ORC-0000499,AVL-ECJ,2021-07-01,60.9,78.0,58.7,67345.6,70.8,25.6,27.8,
ORC-0000500,AVL-ECJ,2021-08-01,60.9,48.9,48.0,56424.4,51.0,55.8,33.8,
ORC-0000501,AVL-ECJ,2021-09-01,60.9,55.9,57.4,70993.2,72.9,34.5,44.0,
ORC-0000502,AVL-ECJ,2021-10-01,60.9,52.1,50.8,63071.3,65.3,47.1,41.7,
ORC-0000503,AVL-ECJ,2021-11-01,60.9,47.6,41.5,45940.8,53.2,38.6,42.7,
ORC-0000504,AVL-ECJ,2021-12-01,60.9,28.2,58.7,68831.9,65.8,33.3,35.4,
ORC-0000505,AVL-ECJ,2022-01-01,60.9,32.0,47.3,49223.0,66.6,48.4,40.1,
ORC-0000506,AVL-ECJ,2022-02-01,60.9,27.3,34.2,44269.9,42.2,49.6,52.7,
ORC-0000507,AVL-ECJ,2022-03-01,60.9,48.2,46.0,49771.2,71.6,46.3,56.1,
ORC-0000508,AVL-ECJ,2022-04-01,60.9,83.9,53.4,65424.5,61.6,49.1,35.0,
ORC-0000509,AVL-ECJ,2022-05-01,60.9,93.6,68.9,80954.9,77.5,26.0,33.9,
ORC-0000510,AVL-ECJ,2022-06-01,60.9,87.8,64.1,79785.1,73.5,41.9,42.3,
ORC-0000511,AVL-ECJ,2022-07-01,60.9,80.6,50.4,67140.9,53.3,23.9,47.3,
ORC-0000512,AVL-ECJ,2022-08-01,60.9,57.8,56.9,65962.4,70.1,22.9,33.7,
ORC-0000513,AVL-ECJ,2022-09-01,60.9,57.7,56.3,72693.3,66.6,42.7,43.4,
ORC-0000514,AVL-ECJ,2022-10-01,60.9,53.9,51.1,63161.2,74.2,31.9,39.7,
ORC-0000515,AVL-ECJ,2022-11-01,60.9,45.7,56.8,63581.9,60.1,37.2,34.2,
ORC-0000516,AVL-ECJ,2022-12-01,60.9,39.4,51.7,69487.6,56.3,22.8,46.2,
ORC-0000517,AVL-ECJ,2023-01-01,60.9,37.7,48.3,52462.4,61.2,46.2,28.8,
ORC-0000518,AVL-ECJ,2023-02-01,60.9,26.8,34.2,44361.7,62.6,34.3,34.8,
ORC-0000519,AVL-ECJ,2023-03-01,60.9,47.4,42.5,48028.2,44.5,40.0,53.4,
ORC-0000520,AVL-ECJ,2023-04-01,60.9,85.7,67.1,80056.7,58.1,60.1,50.4,
